match_date,home,away,score,selection,p_raw,p_calibrated,market_odds,closing_odds,edge_pct,stake,won,pnl,bankroll_after,clv_pct
2024-02-25,Istanbulspor,Besiktas,0-2,Under 2.5,0.4706287139347852,0.5004684819384908,2.2,2.35,10.103066026467978,218.35364305090155,True,262.0243716610819,13229.591394118972,-6.382978723404253
2024-03-01,Kasimpasa,Sivasspor,0-0,Over 2.5,0.614724041622857,0.6338984773385176,1.67,1.81,5.861045715532431,231.46041778730049,False,-231.46041778730049,12998.130976331671,-7.734806629834257
2024-03-02,Rizespor,Kayserispor,3-0,Under 2.5,0.47754658674999606,0.5237062302000349,2.08,2.21,8.93089588160727,214.9721377872452,False,-214.9721377872452,12783.158838544427,-5.88235294117646
2024-03-02,Hatayspor,Fenerbahce,0-2,Over 2.5,0.65823498900046,0.6774678497966338,1.57,1.62,6.362452418071496,285.3762802206636,False,-285.3762802206636,12497.782558323763,-3.0864197530864224
2024-03-04,Alanyaspor,Trabzonspor,3-1,Over 2.5,0.6138978922899887,0.6126390534699039,1.83,2.0,12.112946784992417,364.7830724322461,True,302.76995011876426,12800.552508442526,-8.499999999999996
2024-03-09,Trabzonspor,Karagumruk,5-1,Over 2.5,0.5850668126660854,0.5718643770750663,1.93,1.79,10.369824775487801,285.4612613806018,True,265.4789730839596,13066.031481526486,7.8212290502793325
2024-03-09,Konyaspor,Ad. Demirspor,2-2,Under 2.5,0.5081772943248561,0.5873189773363365,1.88,1.62,10.415967739231258,309.30764179854526,False,-309.30764179854526,12756.723839727942,16.049382716049365
2024-03-15,Pendikspor,Istanbulspor,1-0,Under 2.5,0.4453360613215328,0.48059142988245895,2.3,2.08,10.536028872965542,206.77724723049477,True,268.81042139964313,13025.534261127585,10.576923076923062
2024-03-17,Trabzonspor,Fenerbahce,2-3,Over 2.5,0.646402914001472,0.6856485098423586,1.67,1.75,14.503301143673886,390.76602783382754,True,261.81323864866437,13287.34749977625,-4.571428571428571
2024-04-03,Fenerbahce,Ad. Demirspor,4-2,Over 2.5,0.6932774430940009,0.7361509468644863,1.44,1.43,6.005736348486024,362.72866297441453,True,159.60061170874235,13446.948111484991,0.6993006993007089
2024-04-03,Kayserispor,Kasimpasa,0-2,Over 2.5,0.6739923072963137,0.7093885561395716,1.57,1.55,11.374003313912763,403.4084433445497,False,-403.4084433445497,13043.539668140442,1.2903225806451646
2024-04-13,Kasimpasa,Konyaspor,0-2,Over 2.5,0.5933007757558475,0.5896855820492317,1.83,1.81,7.912461515009417,248.69037504496342,False,-248.69037504496342,12794.849293095478,1.104972375690605
2024-04-13,Ankaragucu,Gaziantep,3-1,Under 2.5,0.5622118400608715,0.655511851394617,1.73,1.83,13.40355029126874,383.84547879286436,False,-383.84547879286436,12411.003814302614,-5.464480874316946
2024-04-13,Ad. Demirspor,Kayserispor,0-0,Over 2.5,0.6407548347001676,0.664808550549442,1.67,1.68,11.023027941756801,372.33011442907844,False,-372.33011442907844,12038.673699873536,-0.5952380952380931
2024-04-14,Karagumruk,Fenerbahce,1-2,Over 2.5,0.6457929733205938,0.6726029913305681,1.57,1.74,5.59866963889919,236.49318223191653,True,134.80111387219245,12173.474813745728,-9.770114942528728
2024-04-20,Istanbulspor,Karagumruk,1-2,Under 2.5,0.4916970571010667,0.547833181266582,2.0,2.45,9.566636253316396,232.9184109640279,False,-232.9184109640279,11940.5564027817,-18.36734693877552
2024-04-21,Galatasaray,Pendikspor,4-1,Over 2.5,0.7394150102776438,0.803456604072787,1.36,1.3,9.270098153899031,358.216692083451,True,128.95800915004241,12069.514411931743,4.615384615384621
2024-04-27,Kasimpasa,Samsunspor,1-0,Under 2.5,0.4753760957191653,0.5272576363235086,2.15,2.05,13.36039180955435,280.4407678164714,True,322.50688298894204,12392.021294920685,4.878048780487809
2024-04-27,Sivasspor,Konyaspor,1-0,Under 2.5,0.5773116748826004,0.6831257185868091,1.65,1.71,12.715743566823502,371.76063884762056,True,241.64441525095327,12633.66571017164,-3.508771929824561
2024-05-03,Ankaragucu,Alanyaspor,1-1,Under 2.5,0.46852534931541,0.5157493836172375,2.05,2.05,5.728623641533681,137.8543163171863,True,144.74703213304556,12778.412742304685,0.0
2024-05-12,Karagumruk,Galatasaray,2-3,Under 2.5,0.4357475199116684,0.455251820424458,2.5,2.82,13.812955106114488,235.34352204914143,False,-235.34352204914143,12543.069220255544,-11.347517730496449
2024-05-12,Fenerbahce,Kayserispor,3-0,Over 2.5,0.7275796998676344,0.8228324317802721,1.3,1.3,6.9682161314353674,376.2920766076663,True,112.88762298229989,12655.956843237844,0.0
2024-05-12,Kasimpasa,Antalyaspor,3-1,Under 2.5,0.4319330111881017,0.44804670915327405,2.4,2.63,7.531210196785776,136.1638160398192,False,-136.1638160398192,12519.793027198024,-8.745247148288971
2024-05-18,Rizespor,Kasimpasa,0-0,Over 2.5,0.6691423301751651,0.7339464996659373,1.44,1.39,5.688295951894973,323.7103999780605,False,-323.7103999780605,12196.082627219963,3.597122302158273
2024-05-18,Gaziantep,Karagumruk,3-1,Under 2.5,0.47939913256239886,0.5374829994482762,2.03,2.12,9.10904888800006,215.7178891134655,False,-215.7178891134655,11980.364738106497,-4.245283018867941
2024-05-18,Besiktas,Hatayspor,2-2,Under 2.5,0.4512304747156556,0.4845193719758567,2.25,2.42,9.016858694567764,172.84040952462178,False,-172.84040952462178,11807.524328581874,-7.024793388429751
2024-05-18,Buyuksehyr,Trabzonspor,0-1,Under 2.5,0.4783459224195885,0.5355169838958084,2.08,1.93,11.387532650328147,248.99734965050004,True,268.91713762254005,12076.441466204415,7.772020725388606
2024-08-18,Gaziantep,Samsunspor,0-1,Under 2.5,0.5888019847107049,0.682460657882983,1.67,1.7,13.97092986645816,362.29324398613244,True,242.7364734707087,12319.177939675123,-1.764705882352946
2024-08-25,Kasimpasa,Ad. Demirspor,2-2,Over 2.5,0.6829562812885555,0.7173080234132272,1.53,1.58,9.748127582223765,369.57533819025366,True,195.8749292408345,12515.052868915956,-3.164556962025322
2024-08-25,Rizespor,Fenerbahce,0-5,Over 2.5,0.6348052044650824,0.6503828857749212,1.75,1.72,13.817005010611204,375.4515860674787,True,281.588689550609,12796.641558466565,1.744186046511631
2024-08-31,Rizespor,Kasimpasa,0-1,Over 2.5,0.6396744395244364,0.6640205248964035,1.7,1.72,12.883489232388602,383.8992467539969,False,-383.8992467539969,12412.742311712567,-1.1627906976744207
2024-08-31,Ad. Demirspor,Galatasaray,1-5,Under 2.5,0.39463226288400877,0.3858673348474305,2.88,3.13,11.129792436059983,146.9694100975109,False,-146.9694100975109,12265.772901615057,-7.987220447284349
