league,match_date,home,away,score,selection,p_raw,p_calibrated,market_odds,closing_odds,edge_pct,stake,won,pnl,bankroll_after,clv_pct
E0,2024-08-24,Aston Villa,Arsenal,0-2,Over 2.5,0.590567550601065,0.6506596342406694,1.73,1.76,12.564116723635799,263.29680420239947,False,-263.29680420239947,8513.263335877582,-1.7045454545454586
E0,2024-08-25,Bournemouth,Newcastle,1-1,Over 2.5,0.6326375011697174,0.7070800021709438,1.57,1.58,11.011560340838189,255.39790007632746,False,-255.39790007632746,8257.865435801254,-0.6329113924050667
E0,2024-08-31,West Ham,Man City,1-3,Over 2.5,0.6597295811737299,0.758191493512867,1.44,1.56,9.17957506585283,247.7359630740376,True,109.00382375257652,8366.86925955383,-7.692307692307699
E0,2024-08-31,Nott'm Forest,Wolves,1-1,Under 2.5,0.5266548095833663,0.5579296840732006,2.05,2.01,14.375585235006128,229.10217560165472,True,240.55728438173742,8607.426543935568,1.990049751243772
E0,2024-08-31,Leicester,Aston Villa,1-2,Over 2.5,0.6025108047254011,0.6687142958950171,1.67,1.8,11.675287414467839,258.222796318067,True,173.00927353310487,8780.435817468673,-7.22222222222223
E0,2024-08-31,Brentford,Southampton,3-1,Under 2.5,0.4952943447125808,0.5020353630086594,2.1,2.07,5.427426231818466,86.64575942277799,False,-86.64575942277799,8693.790058045895,1.449275362318847
E0,2024-09-01,Newcastle,Tottenham,2-1,Over 2.5,0.7167502455079316,0.8346943996939787,1.36,1.42,13.518438358381113,260.81370174137686,True,93.89293262689569,8787.68299067279,-4.22535211267604
E0,2024-09-01,Man United,Liverpool,0-3,Under 2.5,0.44413736828604355,0.41104340786585913,2.75,2.86,13.03693716311125,130.93082395284895,False,-130.93082395284895,8656.752166719942,-3.8461538461538436
E0,2024-09-14,Fulham,West Ham,1-1,Over 2.5,0.5855185237586099,0.6349565633914847,1.73,1.86,9.847485466726846,233.55408534474182,False,-233.55408534474182,8423.1980813752,-6.989247311827961
E0,2024-09-14,Liverpool,Nott'm Forest,0-1,Over 2.5,0.6567463200299672,0.7429643507877203,1.44,1.4,6.986866513431722,252.695942441256,False,-252.695942441256,8170.502138933944,2.857142857142869
E0,2024-09-14,Aston Villa,Everton,3-2,Under 2.5,0.49188318113463203,0.49262400620743985,2.2,2.08,8.37728136563678,114.0776588606446,False,-114.0776588606446,8056.424480073299,5.769230769230771
E0,2024-09-15,Tottenham,Arsenal,0-1,Over 2.5,0.6283497109409235,0.7014802202587793,1.57,1.68,10.132394580628358,241.69273440219894,False,-241.69273440219894,7814.7317456711,-6.547619047619035
E0,2024-09-21,Fulham,Newcastle,3-1,Over 2.5,0.5982387922858243,0.6475724467489845,1.67,1.7,8.144598607080411,189.99359191194006,True,127.29570658099985,7942.0274522520995,-1.764705882352946
E0,2024-09-21,West Ham,Chelsea,0-3,Over 2.5,0.6426332528206117,0.7115105316010896,1.5,1.52,6.726579740163441,213.6907238245632,True,106.84536191228162,8048.872814164381,-1.3157894736842146
E0,2024-09-21,Leicester,Everton,1-1,Under 2.5,0.5157373923408985,0.5277087802617432,2.03,2.13,7.124882393133847,111.35392659847298,True,114.69454439642715,8163.567358560808,-4.694835680751175
E0,2024-09-28,Newcastle,Man City,1-1,Over 2.5,0.6476281191662162,0.7180779396764124,1.5,1.62,7.711690951461869,244.90702075682424,False,-244.90702075682424,7918.6603378039845,-7.407407407407418
E0,2024-09-28,Arsenal,Leicester,4-2,Over 2.5,0.6563564017690157,0.730646624875191,1.5,1.6,9.596993731278669,237.55981013411952,True,118.77990506705976,8037.440242871045,-6.25
E0,2024-09-28,Brentford,West Ham,1-1,Over 2.5,0.5964171011579916,0.6406198743211043,1.67,1.67,6.983519011624417,167.5510947489109,False,-167.5510947489109,7869.8891481221335,0.0
E0,2024-09-28,Wolves,Liverpool,1-2,Under 2.5,0.43371746145955825,0.4072487378473003,2.75,3.06,11.993402908007589,107.87057302261185,False,-107.87057302261185,7762.0185750995215,-10.130718954248364
E0,2024-10-05,Leicester,Bournemouth,1-0,Over 2.5,0.6014178905903228,0.6362050958613772,1.67,1.65,6.24625100884999,144.72691449381406,False,-144.72691449381406,7617.291660605708,1.21212121212122
E0,2024-10-05,Everton,Newcastle,0-0,Under 2.5,0.47678416542212165,0.4807867869476803,2.2,2.22,5.773093128489681,73.29222357257413,True,87.95066828708897,7705.242328892797,-0.9009009009009028
E0,2024-10-19,Bournemouth,Arsenal,2-0,Over 2.5,0.5899571620945673,0.6134267281641165,1.73,1.96,6.122823972392144,129.2543628614672,False,-129.2543628614672,7575.987966031329,-11.734693877551017
E0,2024-10-19,Tottenham,West Ham,4-1,Over 2.5,0.7088877815166607,0.7740793601797059,1.36,1.35,5.274792984440002,222.00982318568896,True,79.92353634684804,7655.911502378177,0.7407407407407307
E0,2024-10-21,Nott'm Forest,Crystal Palace,1-0,Under 2.5,0.5655898365815456,0.6121703460765092,1.73,1.65,5.905469871236102,123.86782113464164,True,90.42350942828841,7746.335011806465,4.8484848484848575
E0,2024-10-25,Leicester,Nott'm Forest,1-3,Over 2.5,0.5331293103217719,0.5308879310866543,2.0,2.03,6.177586217330866,95.70730480752631,True,95.70730480752631,7842.042316613992,-1.477832512315258
E0,2024-10-26,Brighton,Wolves,2-2,Under 2.5,0.4444335425571061,0.44210984352476745,2.38,2.4,5.2221427588946545,59.35110796905975,False,-59.35110796905975,7782.691208644932,-0.8333333333333304
E0,2024-10-26,Man City,Southampton,1-0,Over 2.5,0.7724634159292881,0.8650495174003711,1.29,1.32,11.591387744647875,233.48073625934796,False,-233.48073625934796,7549.210472385584,-2.2727272727272707
E0,2024-10-27,West Ham,Man United,2-1,Under 2.5,0.4495240614212589,0.4503881716463912,2.5,2.31,12.5970429115978,126.79697102576637,False,-126.79697102576637,7422.413501359817,8.225108225108224
E0,2024-11-02,Newcastle,Arsenal,1-0,Over 2.5,0.587103622875393,0.5959623311200187,1.84,1.95,9.657068926083445,170.66371138220046,False,-170.66371138220046,7251.749789977616,-5.641025641025632
E0,2024-11-02,Liverpool,Brighton,2-1,Under 2.5,0.3906664932957822,0.3748739175189736,3.0,3.13,12.462175255692065,90.37257679312927,False,-90.37257679312927,7161.377213184487,-4.153354632587858
E0,2024-11-09,West Ham,Everton,0-0,Under 2.5,0.5232636876082475,0.5524919060106779,2.06,1.95,13.813332638199638,186.64619923271798,True,197.84497118668108,7359.222184371169,5.641025641025643
E0,2024-11-09,Crystal Palace,Fulham,0-2,Under 2.5,0.5369864780954137,0.5707483184242709,1.95,1.74,11.295922092732823,175.0088430689847,True,166.25840091553547,7525.480585286704,12.06896551724137
E0,2024-11-23,Arsenal,Nott'm Forest,3-0,Over 2.5,0.5987863118304053,0.614576487221615,1.8,1.88,10.623767699890685,199.87239392030853,True,159.8979151362468,7685.37850042295,-4.255319148936165
E0,2024-11-23,Bournemouth,Brighton,1-2,Under 2.5,0.4496958933000099,0.4545284552299098,2.38,2.49,8.177772344718527,91.08590689775819,False,-91.08590689775819,7594.292593525192,-4.417670682730934
E0,2024-11-25,Newcastle,West Ham,0-2,Over 2.5,0.6622207367337135,0.702063066665713,1.53,1.51,7.415649199854091,212.5155086589924,False,-212.5155086589924,7381.7770848662,1.324503311258285
E0,2024-11-30,Brentford,Leicester,4-1,Over 2.5,0.6487236011976383,0.7199130110941101,1.57,1.61,13.026342741775299,221.453312545986,True,126.22838815121204,7508.005473017412,-2.4844720496894457
E0,2024-11-30,West Ham,Arsenal,2-5,Over 2.5,0.6047730797380368,0.6522863226228963,1.73,1.66,12.845533813761056,225.24016419052236,True,164.4253198590813,7672.430792876494,4.216867469879526
E0,2024-12-01,Chelsea,Aston Villa,3-0,Over 2.5,0.6491822205075072,0.7205923434988846,1.53,1.58,10.250628555329344,230.1729237862948,True,121.99164960673625,7794.42244248323,-3.164556962025322
E0,2024-12-01,Tottenham,Fulham,1-1,Over 2.5,0.6631741441359542,0.7410206331568845,1.44,1.43,6.7069711745913585,233.8326732744969,False,-233.8326732744969,7560.589769208733,0.6993006993007089
