match_date,home_team,away_team,home_goals,away_goals,y,p_dc,p_lgbm,p_ensemble
2024-04-02,Galatasaray,Hatayspor,1,0,0,0.6345793242993973,0.6207204013328087,0.6304216474094207
2024-04-02,Gaziantep,Alanyaspor,0,3,1,0.544311538150929,0.25879479566715585,0.45865651540579705
2024-04-03,Sivasspor,Karagumruk,1,0,0,0.4950280549819454,0.2523936427866908,0.42223773132336906
2024-04-03,Fenerbahce,Ad. Demirspor,4,2,1,0.6769866607765017,0.49813382497332326,0.6233308100355481
2024-04-03,Kayserispor,Kasimpasa,0,2,0,0.6829049894578246,0.26515929242806857,0.5575812803488978
2024-04-03,Konyaspor,Trabzonspor,1,3,1,0.49686679653988663,0.2811827077372345,0.432161569899091
2024-04-04,Buyuksehyr,Besiktas,1,1,0,0.41621076682633085,0.14834574621060978,0.3358512606416145
2024-04-04,Samsunspor,Pendikspor,0,0,0,0.538367442946741,0.6673471284117007,0.5770613485862289
2024-04-12,Trabzonspor,Sivasspor,0,1,0,0.5462087974537311,0.2522146320338023,0.45801054782775247
2024-04-13,Kasimpasa,Konyaspor,0,2,0,0.5751952468667483,0.3733804562758947,0.5146508096894922
2024-04-13,Ankaragucu,Gaziantep,3,1,1,0.43442476858396856,0.34667842299856755,0.40810086490834824
2024-04-13,Ad. Demirspor,Kayserispor,0,0,0,0.6360754994226456,0.23768590055726727,0.5165586197630321
2024-04-13,Besiktas,Samsunspor,1,1,0,0.4569295660016093,0.6120825708109863,0.5034754674444224
2024-04-14,Hatayspor,Istanbulspor,0,3,1,0.4459207564401629,0.36950494904789705,0.4229960142224831
2024-04-14,Pendikspor,Buyuksehyr,2,3,1,0.5164785125949525,0.3777669784570995,0.47486505235359655
2024-04-14,Karagumruk,Fenerbahce,1,2,1,0.6232024292993645,0.1608260306967164,0.4844895097185701
2024-04-14,Rizespor,Antalyaspor,3,0,1,0.42328369206443706,0.22180626848569948,0.3628404649908158
2024-04-15,Alanyaspor,Galatasaray,0,4,1,0.570937155780486,0.0935425150016535,0.42771876354683624
2024-04-19,Besiktas,Ankaragucu,2,0,0,0.46899445617097396,0.6126617129309349,0.5120946331989622
2024-04-20,Istanbulspor,Karagumruk,1,2,1,0.5160400513893288,0.4034088881697297,0.4822507024234491
2024-04-20,Konyaspor,Alanyaspor,0,2,0,0.5304178919594054,0.09865493365290666,0.40088900446745573
2024-04-20,Kayserispor,Trabzonspor,1,2,1,0.6105643208629269,0.37277404410553183,0.5392272378357084
2024-04-20,Samsunspor,Ad. Demirspor,1,1,0,0.4705018399283385,0.3894960522193862,0.4462001036156528
2024-04-21,Buyuksehyr,Rizespor,2,0,0,0.44542884943308075,0.28498960332622725,0.3972970756010247
2024-04-21,Antalyaspor,Hatayspor,2,1,1,0.4634226655709369,0.2395759370761285,0.39626864702249437
2024-04-21,Galatasaray,Pendikspor,4,1,1,0.7292525785618325,0.8684757552890349,0.7710195315799933
2024-04-21,Gaziantep,Kasimpasa,2,0,0,0.6018364811304816,0.6692368949950622,0.6220566052898558
2024-04-22,Sivasspor,Fenerbahce,2,2,1,0.5942167624174254,0.5477921979462272,0.580289393076066
2024-04-26,Ad. Demirspor,Galatasaray,0,3,1,0.5517034980136724,0.46745294703342005,0.5264283327195967
2024-04-27,Kasimpasa,Samsunspor,1,0,0,0.5312597208214297,0.27153490143641135,0.45334227500592417
2024-04-27,Sivasspor,Konyaspor,1,0,0,0.4170534333384753,0.4670230338118299,0.43204431348048167
2024-04-27,Fenerbahce,Besiktas,2,1,1,0.6187671882699893,0.4584863145529891,0.5706829261548892
2024-04-27,Hatayspor,Buyuksehyr,1,2,1,0.41149410332554226,0.6730376991293121,0.48995718206667316
2024-04-28,Alanyaspor,Istanbulspor,6,0,1,0.5880576951119117,0.2841488515888495,0.49688504205499306
2024-04-28,Pendikspor,Kayserispor,1,2,1,0.5849374211284724,0.7416796784017441,0.6319600983104539
2024-04-28,Rizespor,Ankaragucu,2,2,1,0.47997783710163755,0.5154487728080077,0.4906191178135486
2024-04-28,Trabzonspor,Gaziantep,4,2,1,0.6178944779602981,0.37604299270662056,0.5453390323841948
2024-04-29,Karagumruk,Antalyaspor,4,1,1,0.46519533766049725,0.4263604008492997,0.453544856617138
2024-05-03,Ankaragucu,Alanyaspor,1,1,0,0.5132241904761626,0.5900270677364596,0.5362650536542517
2024-05-03,Besiktas,Rizespor,3,2,1,0.5616054146946702,0.3823251806116192,0.5078213444697549
2024-05-04,Istanbulspor,Ad. Demirspor,0,1,0,0.5605627867130434,0.7477953838463806,0.6167325658530446
2024-05-04,Kayserispor,Karagumruk,2,2,1,0.542020228003917,0.4676102335390762,0.5196972296644647
2024-05-04,Samsunspor,Trabzonspor,3,1,1,0.46692879747031857,0.8034201040381846,0.5678761894406784
2024-05-05,Buyuksehyr,Kasimpasa,4,1,1,0.5717072951196942,0.2977974033937882,0.4895343276019224
2024-05-05,Galatasaray,Sivasspor,6,1,1,0.5643444740038153,0.8178601470853785,0.6403991759282842
2024-05-05,Gaziantep,Hatayspor,1,1,0,0.4347279452851587,0.4053754593357999,0.42592219950035104
2024-05-06,Antalyaspor,Pendikspor,1,2,1,0.5436296314576707,0.284468375069135,0.46588125454111
2024-05-06,Konyaspor,Fenerbahce,0,0,0,0.5794740420332934,0.555624456253383,0.5723191662993203
2024-05-12,Konyaspor,Samsunspor,3,0,1,0.36605327828685097,0.23852798293311206,0.32779568968072925
2024-05-12,Kasimpasa,Antalyaspor,3,1,1,0.5644519852846385,0.4629424772572114,0.5339991328764103
2024-05-12,Ad. Demirspor,Gaziantep,1,6,1,0.5998994762552478,0.4582994463750486,0.557419467291188
2024-05-12,Alanyaspor,Besiktas,1,1,0,0.5524287471495533,0.5238015541337142,0.5438405892448015
2024-05-12,Hatayspor,Ankaragucu,2,1,1,0.4074313529653385,0.4630178122112547,0.42410729073911335
2024-05-12,Sivasspor,Buyuksehyr,0,1,0,0.3920677957501506,0.3454094400673431,0.37807028904530837
2024-05-12,Pendikspor,Rizespor,2,1,1,0.5972338930374618,0.6054185794251584,0.5996892989537708
2024-05-12,Trabzonspor,Istanbulspor,3,0,1,0.6359459678082914,0.19787257934031957,0.5045239512678998
2024-05-12,Karagumruk,Galatasaray,2,3,1,0.5437109885272822,0.45830242055130715,0.5180884181344897
2024-05-12,Fenerbahce,Kayserispor,3,0,1,0.7358476749927468,0.5120409370992856,0.6687056536247085
2024-05-17,Istanbulspor,Sivasspor,1,3,1,0.44773596892956485,0.7067803324699183,0.5254492779916708
2024-05-17,Antalyaspor,Ad. Demirspor,2,1,1,0.49067928020275675,0.4235374273782398,0.4705367243554016
2024-05-18,Besiktas,Hatayspor,2,2,1,0.5416346401945691,0.513292123321931,0.5331318851327776
2024-05-18,Ankaragucu,Pendikspor,0,0,0,0.5443768133231199,0.5675677621045888,0.5513340979575606
2024-05-18,Samsunspor,Alanyaspor,1,1,0,0.4674971202944815,0.5619143773068362,0.49582229739818795
2024-05-18,Buyuksehyr,Trabzonspor,0,1,0,0.4910128508175245,0.8779208936485065,0.6070852636668191
2024-05-18,Rizespor,Kasimpasa,0,0,0,0.6561617849858274,0.5548992491696013,0.6257830242409597
2024-05-18,Kayserispor,Konyaspor,2,2,1,0.47094314908210344,0.438912259560131,0.46133388222551175
2024-05-18,Gaziantep,Karagumruk,3,1,1,0.5017564034083588,0.44728893724844593,0.485416163560385
2024-05-19,Galatasaray,Fenerbahce,0,1,0,0.5787657026631162,0.7475944173461506,0.6294143170680265
2024-05-24,Alanyaspor,Antalyaspor,1,1,0,0.5044733407400558,0.8768482453633288,0.6161858121270377
2024-05-25,Karagumruk,Samsunspor,3,1,1,0.4342679133045285,0.33978548922748886,0.40592318608141664
2024-05-25,Sivasspor,Kayserispor,2,1,1,0.4908859092321582,0.5558694497688712,0.5103809713931721
2024-05-26,Ad. Demirspor,Buyuksehyr,2,6,1,0.47997936710485883,0.4616011403912164,0.4744658990907661
2024-05-26,Fenerbahce,Istanbulspor,6,0,1,0.7676104065433027,0.9006667570773061,0.8075273117035038
2024-05-26,Hatayspor,Rizespor,2,0,0,0.4864685525497956,0.4572260010999482,0.4776957871148414
2024-05-26,Kasimpasa,Besiktas,2,1,1,0.6115823658607358,0.4333337215748126,0.5581077725749588
2024-05-26,Konyaspor,Galatasaray,1,3,1,0.47868532744746484,0.5534383520066503,0.5011112348152205
2024-05-26,Pendikspor,Gaziantep,0,1,0,0.556143803666854,0.6501953562810917,0.5843592694511254
2024-05-26,Trabzonspor,Ankaragucu,4,2,1,0.5342276989649433,0.7448375329459379,0.5974106491592417
2024-08-09,Galatasaray,Hatayspor,2,1,1,0.6733977492277078,0.6473469217737816,0.6655825009915299
2024-08-10,Fenerbahce,Ad. Demirspor,1,0,0,0.740953698220888,0.9005739670969983,0.7888397788837211
2024-08-10,Kasimpasa,Konyaspor,2,3,1,0.5509292857565716,0.6043029780457045,0.5669413934433115
2024-08-10,Antalyaspor,Goztep,0,0,0,0.5538219509729112,0.7721188484126121,0.6193110202048215
2024-08-11,Sivasspor,Trabzonspor,0,0,0,0.5423171169917194,0.4190233729365197,0.5053289937751595
2024-08-11,Alanyaspor,Eyupspor,1,1,0,,,
2024-08-11,Samsunspor,Besiktas,0,2,0,0.4087835726185377,0.6748995151318576,0.48861835537253373
2024-08-12,Bodrumspor,Gaziantep,0,1,0,,,
2024-08-12,Rizespor,Buyuksehyr,1,1,0,0.47220504292323867,0.4350173936624028,0.4610487481449879
2024-08-16,Konyaspor,Galatasaray,1,2,1,0.4826097808316926,0.613242441038991,0.5217995788938821
2024-08-17,Kayserispor,Sivasspor,1,2,1,0.5007930977750167,0.7428150719011507,0.5733996900128568
2024-08-17,Ad. Demirspor,Rizespor,1,2,1,0.6327873972358731,0.6109049632780342,0.6262226670485215
2024-08-17,Goztep,Fenerbahce,2,2,1,0.7534761244386083,0.7784507637554863,0.7609685162336717
2024-08-18,Buyuksehyr,Alanyaspor,4,2,1,0.5273115934907668,0.498235439816259,0.5185887473884145
2024-08-18,Besiktas,Antalyaspor,4,2,1,0.4747696454683389,0.8094831708546503,0.5751837030842323
2024-08-18,Gaziantep,Samsunspor,0,1,0,0.4215916667588932,0.5982446953510521,0.47458757533654083
2024-08-19,Eyupspor,Bodrumspor,4,1,1,,0.4351949042638035,
2024-08-19,Hatayspor,Kasimpasa,1,1,0,0.5692624716433892,0.6456893544851458,0.5921905364959161
2024-08-23,Alanyaspor,Goztep,1,1,0,0.6773058125791532,0.7739546502594679,0.7063004638832476
2024-08-24,Sivasspor,Eyupspor,0,1,0,,0.659370100269126,
2024-08-24,Bodrumspor,Konyaspor,3,1,1,,0.7257557488304175,
2024-08-25,Kasimpasa,Ad. Demirspor,2,2,1,0.6916769119240254,0.686836493755638,0.6902247864735092
2024-08-25,Antalyaspor,Hatayspor,3,2,1,0.4448276628567219,0.8130086796310343,0.5552819678890156
2024-08-25,Rizespor,Fenerbahce,0,5,1,0.6519983102108281,0.4804623621285213,0.6005375257861361
2024-08-30,Fenerbahce,Alanyaspor,3,0,1,0.7253541042988598,0.8780540804621524,0.7711640971478476
2024-08-31,Konyaspor,Kayserispor,0,0,0,0.4817945908550579,0.7414093579522463,0.5596790209842144
2024-08-31,Rizespor,Kasimpasa,0,1,0,0.6275215061558804,0.597095374498837,0.6183936666587674
2024-08-31,Ad. Demirspor,Galatasaray,1,5,1,0.6160026906114697,0.641937416101813,0.6237831082585727
2024-08-31,Goztep,Bodrumspor,2,0,0,,0.593039067056746,
2024-09-01,Hatayspor,Samsunspor,0,3,1,0.37579736798892055,0.6529372738135518,0.45893933973630996
2024-09-01,Besiktas,Sivasspor,2,0,0,0.5009099749884781,0.68914918273349,0.5573817373119817
2024-09-01,Eyupspor,Trabzonspor,0,0,0,,0.6123630496270177,
2024-09-01,Buyuksehyr,Antalyaspor,5,2,1,0.4287476228080261,0.8142663965385898,0.5444032549271952
2024-09-14,Samsunspor,Konyaspor,0,1,0,0.35948432116301454,0.5199667825326777,0.4076290595739135
2024-09-14,Sivasspor,Gaziantep,3,2,1,0.5069097854227006,0.6574366294132877,0.5520678386198767
2024-09-14,Bodrumspor,Buyuksehyr,0,1,0,,0.8033584152810149,
2024-09-14,Galatasaray,Rizespor,5,0,1,0.6766999428674965,0.8978648098115176,0.7430494029507029
2024-09-15,Alanyaspor,Hatayspor,0,0,0,0.5639240124067384,0.6722762518887523,0.5964296842513426
2024-09-15,Trabzonspor,Besiktas,1,1,0,0.5616787629456719,0.7363709035523952,0.6140864051276889
2024-09-15,Kasimpasa,Fenerbahce,0,2,0,0.7092558293763216,0.49149750359642935,0.643928331642354
2024-09-15,Kayserispor,Eyupspor,2,2,1,,0.7414719538064309,
2024-09-16,Antalyaspor,Ad. Demirspor,2,1,1,0.5352461157717712,0.6503428798083875,0.569775144982756
2024-09-17,Galatasaray,Gaziantep,3,1,1,0.6886163876916842,0.7967999261743975,0.7210714492364982
2024-09-18,Samsunspor,Buyuksehyr,2,0,0,0.3636345680850542,0.3881399259868781,0.3709861754556013
2024-09-19,Trabzonspor,Kayserispor,2,2,1,0.6354236108871432,0.8535027328356473,0.7008473474716944
2024-09-20,Hatayspor,Bodrumspor,0,1,0,,0.5636862822517569,
2024-09-21,Konyaspor,Sivasspor,0,0,0,0.4278028602207311,0.673712929790294,0.5015758810916
2024-09-21,Fenerbahce,Galatasaray,1,3,1,0.5560731786996994,0.6102715323129402,0.5723326847836716
2024-09-22,Kasimpasa,Antalyaspor,0,0,0,0.5943450575468429,0.5135398932532371,0.5701035082587611
2024-09-22,Rizespor,Samsunspor,0,1,0,0.40495640891830065,0.664833353950394,0.48291949242792864
2024-09-22,Ad. Demirspor,Alanyaspor,0,2,0,0.643644561866263,0.5969585526799519,0.6296387591103696
2024-09-22,Besiktas,Eyupspor,2,1,1,0.39350198868062597,0.4706729091751299,0.41665326482897713
2024-09-23,Gaziantep,Trabzonspor,0,0,0,0.5716296503559446,0.3670503233589192,0.510255852256837
2024-09-23,Goztep,Kayserispor,3,0,1,0.5109752223806642,0.4853434666828014,0.5032856956713053
2024-09-27,Sivasspor,Buyuksehyr,1,2,1,0.4316527486220521,0.4343040227663436,0.4324481308653396
2024-09-28,Samsunspor,Goztep,4,3,1,0.38874288488326436,0.6012927240118754,0.4525078366218477
2024-09-28,Alanyaspor,Rizespor,1,0,0,0.5868521829093544,0.789991056022981,0.6477938448434424
2024-09-28,Galatasaray,Kasimpasa,3,3,1,0.7371980077466488,0.64869790157966,0.7106479758965522
2024-09-29,Eyupspor,Gaziantep,3,2,1,0.5041101933138938,0.3615748954188076,0.46134960394536795
2024-09-29,Trabzonspor,Konyaspor,3,2,1,0.5151904370623069,0.45066699885584294,0.4958334056003677
2024-09-29,Antalyaspor,Fenerbahce,0,2,0,0.6046598488626262,0.5573916302692015,0.5904793832845988
2024-09-29,Bodrumspor,Ad. Demirspor,3,1,1,0.48678241589688914,0.48700645220019656,0.48684962678788135
2024-09-30,Kayserispor,Besiktas,0,3,1,0.5352363710022988,0.3690198311935108,0.48537140905966236
2024-10-04,Rizespor,Antalyaspor,2,1,1,0.5102675717525119,0.6777784375483006,0.5605208314912485
2024-10-05,Kasimpasa,Bodrumspor,0,0,0,0.5296761039816996,0.598692320253176,0.5503809688631425
2024-10-05,Goztep,Sivasspor,3,2,1,0.43754463512231007,0.37910325807800876,0.42001222200901966
2024-10-05,Buyuksehyr,Kayserispor,1,1,0,0.5474782683538922,0.8505027500079787,0.6383856128501182
2024-10-05,Hatayspor,Trabzonspor,1,1,0,0.5303126806701288,0.5547261446784775,0.5376367198726334
2024-10-06,Konyaspor,Eyupspor,2,1,1,0.3531992697317256,0.5145979718685914,0.40161888037278537
2024-10-06,Ad. Demirspor,Samsunspor,1,3,1,0.4816791885875672,0.622453098999811,0.5239113617112403
2024-10-06,Galatasaray,Alanyaspor,1,0,0,0.6926244051863544,0.6922558580990246,0.6925138410601555
2024-10-06,Gaziantep,Besiktas,1,1,0,0.518930453314673,0.2761633728237196,0.446100329167387
2024-10-19,Kayserispor,Gaziantep,2,2,1,0.5429079916471274,0.5890486033644399,0.5567501751623212
2024-10-19,Trabzonspor,Buyuksehyr,1,0,0,0.5288776251647965,0.30132396440415393,0.46061152693660373
2024-10-19,Antalyaspor,Galatasaray,0,3,1,0.5761416774909427,0.5460377983786402,0.567110513757252
2024-10-19,Eyupspor,Goztep,1,0,0,0.4818203830702398,0.5298634510105505,0.496233303452333
2024-10-20,Sivasspor,Hatayspor,3,2,1,0.4384109921330897,0.3539498894452821,0.4130726613267474
2024-10-20,Besiktas,Konyaspor,2,0,0,0.4652872260309621,0.4755568902994065,0.4683681253114954
2024-10-20,Alanyaspor,Kasimpasa,1,2,1,0.6480376471306696,0.5638451047143679,0.622779884405779
2024-10-20,Samsunspor,Fenerbahce,2,2,1,0.4918190878940998,0.2709372674406944,0.42555454175807816
2024-10-21,Bodrumspor,Rizespor,0,1,0,0.4039766562312589,0.41164349195541844,0.40627670694850676
2024-10-25,Ad. Demirspor,Sivasspor,2,4,1,0.5491544289146454,0.4802894971020221,0.5284949493708584
2024-10-26,Goztep,Trabzonspor,2,1,1,0.5493566693318732,0.20634382548631974,0.44645281617820715
2024-10-26,Hatayspor,Kayserispor,0,1,0,0.47586886907034087,0.5100902379125749,0.48613527972301107
2024-10-26,Kasimpasa,Samsunspor,1,4,1,0.48363951232530317,0.4548125932705703,0.4749914366088833
2024-10-27,Gaziantep,Konyaspor,3,1,1,0.4403441389742714,0.4231245896302689,0.43517827417107063
2024-10-27,Alanyaspor,Antalyaspor,1,2,1,0.5521035342175215,0.6359573644824259,0.5772596832969927
2024-10-27,Fenerbahce,Bodrumspor,2,0,0,0.6806591795698285,0.834484172991142,0.7268066775962225
2024-10-28,Buyuksehyr,Eyupspor,1,1,0,0.3715232000688133,0.6130990071223548,0.44399594218487576
2024-10-28,Galatasaray,Besiktas,2,1,1,0.5702212425918654,0.5818782535750251,0.5737183458868133
2024-11-01,Gaziantep,Goztep,2,1,1,0.48887617798274596,0.5306449861463427,0.5014068204318249
2024-11-02,Sivasspor,Rizespor,2,1,1,0.48830827592400944,0.4919785465261647,0.48940935710465605
2024-11-02,Kayserispor,Ad. Demirspor,0,0,0,0.6165912872225752,0.6038354361829851,0.6127645319106981
2024-11-02,Besiktas,Kasimpasa,1,3,1,0.6264255509567808,0.727201082797395,0.6566582105089651
2024-11-03,Eyupspor,Hatayspor,2,0,0,0.4846267903793765,0.25181462377742975,0.41478314039879244
2024-11-03,Trabzonspor,Fenerbahce,2,3,1,0.6211006334083401,0.4799992766902456,0.5787702263929118
2024-11-03,Konyaspor,Buyuksehyr,3,2,1,0.4124885664286372,0.48970276043849764,0.4356528246315953
2024-11-03,Bodrumspor,Alanyaspor,0,0,0,0.4470908311028848,0.45434711438377684,0.44926771608715244
2024-11-04,Samsunspor,Antalyaspor,2,0,0,0.4472517365221074,0.5624522298676431,0.4818118845257681
2024-11-08,Kasimpasa,Kayserispor,1,2,1,0.6109393430597214,0.7447533931344716,0.6510835580821465
2024-11-09,Antalyaspor,Bodrumspor,3,2,1,0.24278652544429563,0.7008193430074977,0.3801963707132563
2024-11-09,Hatayspor,Gaziantep,3,1,1,0.4604652260996329,0.7998642500919643,0.5622849332973323
2024-11-09,Ad. Demirspor,Eyupspor,0,1,0,0.5558777927813834,0.7916680594878094,0.6266148727933112
2024-11-09,Rizespor,Trabzonspor,3,1,1,0.5466347125743569,0.636806658836012,0.5736862964528534
2024-11-10,Goztep,Konyaspor,2,0,0,0.5660429413569986,0.4379790950462942,0.5276237874637872
2024-11-10,Galatasaray,Samsunspor,3,2,1,0.5631118158778611,0.7279741772019624,0.6125705242750915
2024-11-10,Buyuksehyr,Besiktas,0,0,0,0.472217207191094,0.5827221271959734,0.5053686831925578
2024-11-10,Fenerbahce,Sivasspor,4,0,1,0.6707133200920687,0.5979311853546091,0.6488786796708309
2024-11-23,Eyupspor,Rizespor,1,2,1,0.5136977039030538,0.337944654702728,0.46097178914295606
2024-11-23,Gaziantep,Buyuksehyr,3,0,1,0.5021454154099252,0.7776802761483255,0.5848058736314452
2024-11-23,Kayserispor,Fenerbahce,2,6,1,0.6360895725995874,0.7977203517710889,0.6845788063510378
2024-11-23,Bodrumspor,Galatasaray,0,1,0,0.3518420456782646,0.813852664165649,0.4904452312244799
2024-11-24,Konyaspor,Hatayspor,1,1,0,0.4562672490855208,0.7495125976955679,0.5442408536685349
2024-11-24,Sivasspor,Kasimpasa,0,0,0,0.5975686966377072,0.7762476932451581,0.6511723956199424
2024-11-24,Besiktas,Goztep,2,4,1,0.6231963978216803,0.6305236309038159,0.6253945677463211
2024-11-24,Samsunspor,Alanyaspor,1,1,0,0.47118937244327325,0.44574614732668166,0.46355640490829575
2024-11-25,Trabzonspor,Ad. Demirspor,5,0,1,0.6702642827138565,0.46071189607877094,0.6073985667233308
2024-11-29,Antalyaspor,Sivasspor,2,1,1,0.4768064489293021,0.7620322346896219,0.5623741846573981
2024-11-30,Samsunspor,Bodrumspor,4,0,1,0.24526159879338907,0.4808300258457017,0.3159321269090829
2024-11-30,Ad. Demirspor,Konyaspor,0,1,0,0.5692425005936244,0.797518449120981,0.6377252851518314
2024-11-30,Alanyaspor,Trabzonspor,2,1,1,0.554287874710247,0.7975398495698711,0.6272634671681343
2024-11-30,Buyuksehyr,Goztep,4,1,1,0.5966051062459434,0.756457834955166,0.6445609248587102
2024-12-01,Rizespor,Kayserispor,3,0,1,0.4905295151797344,0.7239547739863249,0.5605570928217116
2024-12-01,Galatasaray,Eyupspor,2,2,1,0.514890616023658,0.6762808310151278,0.563307680521099
2024-12-02,Fenerbahce,Gaziantep,3,1,1,0.7213542502871679,0.8290782836040956,0.7536714602822463
2024-12-02,Hatayspor,Besiktas,1,1,0,0.480382307981876,0.8355429977347364,0.5869305149077342
2024-12-06,Trabzonspor,Kasimpasa,2,2,1,0.6630685978617533,0.7213323946062007,0.6805477368850875
2024-12-07,Konyaspor,Antalyaspor,1,1,0,0.4567460972645048,0.7209821507269647,0.5360169133032429
2024-12-07,Goztep,Ad. Demirspor,3,1,1,0.692417249795433,0.402448563374112,0.6054266438690367
2024-12-07,Besiktas,Fenerbahce,1,0,0,0.5612646649738076,0.7392079431894931,0.6146476484385133
2024-12-08,Eyupspor,Samsunspor,3,0,1,0.42845413693070533,0.5466786079107324,0.4639214782247134
2024-12-08,Kayserispor,Alanyaspor,2,0,0,0.5093229926576714,0.7888068099925964,0.593168137858149
2024-12-08,Sivasspor,Galatasaray,2,3,1,0.5712446996906001,0.8571014879414875,0.6570017361658664
2024-12-08,Buyuksehyr,Hatayspor,3,0,1,0.5084622627529787,0.5845399719427713,0.5312855755099165
2024-12-09,Gaziantep,Rizespor,1,0,0,0.511174637846321,0.7029030113120096,0.5686931498860276
2024-12-13,Bodrumspor,Sivasspor,2,0,0,0.24478800540243506,0.82408545749533,0.4185772410303036
2024-12-13,Kasimpasa,Eyupspor,2,0,0,0.5514148369195883,0.7232812724101001,0.6029747675667418
2024-12-14,Rizespor,Konyaspor,1,1,0,0.4606738701893109,0.4660897225849833,0.46229862590801263
2024-12-14,Alanyaspor,Gaziantep,3,0,1,0.5380338987294659,0.8801274628491582,0.6406619679653737
2024-12-15,Antalyaspor,Kayserispor,2,0,0,0.48530579862781525,0.7702154362428317,0.5707786899123202
2024-12-15,Fenerbahce,Buyuksehyr,3,1,1,0.5902461539031694,0.7257353600830586,0.6308929157571361
2024-12-15,Hatayspor,Goztep,1,1,0,0.5405698202360549,0.8240977892086288,0.625628210927827
2024-12-16,Ad. Demirspor,Besiktas,2,1,1,0.597773007580368,0.8789550138606986,0.6821276094644673
2024-12-16,Galatasaray,Trabzonspor,4,3,1,0.6287252156740495,0.7751177164950277,0.672642965920343
2024-12-20,Eyupspor,Fenerbahce,1,1,0,0.5163881082075205,0.3678554002418195,0.47182829581781016
2024-12-21,Sivasspor,Samsunspor,0,0,0,0.4527451961967192,0.7408799670499466,0.5391856274526875
2024-12-21,Besiktas,Alanyaspor,1,1,0,0.536116933371322,0.674633921918914,0.5776720299355996
2024-12-22,Gaziantep,Antalyaspor,2,0,0,0.4932419840835209,0.7543643291041385,0.5715786875897062
2024-12-22,Goztep,Rizespor,3,0,1,0.6355126923919286,0.612287122068021,0.6285450212947563
2024-12-22,Kayserispor,Galatasaray,1,5,1,0.6474079250099689,0.40760371243497584,0.575466661237471
2024-12-22,Trabzonspor,Bodrumspor,1,0,0,0.46745228600340566,0.32474395368749054,0.42463978630863114
2024-12-23,Buyuksehyr,Kasimpasa,2,2,1,0.5860299981440655,0.39346135951339134,0.5282594065548633
2024-12-23,Hatayspor,Ad. Demirspor,1,3,1,0.5209555267490825,0.33380860324354633,0.4648114496974216
2025-01-03,Alanyaspor,Konyaspor,2,1,1,0.44730096115414164,0.6912798322334435,0.5204946224779322
2025-01-03,Rizespor,Besiktas,1,1,0,0.4737923761117508,0.2272301823587021,0.39982371798583616
2025-01-04,Ad. Demirspor,Buyuksehyr,0,1,0,0.5634965751375495,0.4512184241593508,0.5298131298440898
2025-01-04,Antalyaspor,Eyupspor,1,4,1,0.4114027620538677,0.5064287520871582,0.4399105590638549
2025-01-04,Galatasaray,Goztep,2,1,1,0.7781874058976684,0.7161477199230675,0.7595755001052882
2025-01-04,Samsunspor,Trabzonspor,2,1,1,0.539557341325203,0.5105335915568446,0.5308502163946955
2025-01-05,Kasimpasa,Gaziantep,2,2,1,0.607830039498462,0.5754837473645422,0.5981261518582861
2025-01-05,Bodrumspor,Kayserispor,1,1,0,0.3364072584293641,0.3258793253215923,0.33324887849703255
2025-01-05,Fenerbahce,Hatayspor,2,1,1,0.7252541645557004,0.8858251778222974,0.7734254685356794
2025-01-11,Kayserispor,Samsunspor,0,1,0,0.4800159936944287,0.4318201717496741,0.4655572471110023
2025-01-11,Hatayspor,Rizespor,1,2,1,0.4296566240535346,0.36098672562926465,0.4090556545262536
2025-01-11,Besiktas,Bodrumspor,2,1,1,0.38746860199511457,0.6451735609119489,0.46478008967016493
2025-01-12,Trabzonspor,Antalyaspor,5,0,1,0.5947244051365783,0.39564066316106894,0.5349992825439255
2025-01-12,Sivasspor,Alanyaspor,1,1,0,0.48249962716597805,0.46032866393778715,0.47584833819752076
2025-01-12,Gaziantep,Ad. Demirspor,1,0,0,0.5953486254526213,0.3131346554384449,0.5106844344483684
2025-01-12,Buyuksehyr,Galatasaray,1,2,1,0.5492155467193536,0.6781500724598221,0.5878959044414942
2025-01-13,Goztep,Kasimpasa,5,0,1,0.712210809562799,0.40813150204127674,0.6209870173063423
2025-01-13,Konyaspor,Fenerbahce,2,3,1,0.554106702005516,0.7302562400836156,0.606951563428946
2025-01-17,Hatayspor,Galatasaray,1,1,0,0.6093235534175798,0.4204489402711737,0.552661169473658
2025-01-18,Buyuksehyr,Rizespor,2,0,0,0.5146185091451208,0.5220568499838221,0.5168500113967311
2025-01-18,Gaziantep,Bodrumspor,0,0,0,0.3522282475676683,0.2321058871903931,0.31619153945448575
2025-01-18,Besiktas,Samsunspor,0,0,0,0.4582664095434591,0.6867936620793718,0.5268245853042329
2025-01-19,Goztep,Antalyaspor,1,0,0,0.6243030663985261,0.4118909472604669,0.5605794306571084
2025-01-19,Konyaspor,Kasimpasa,3,3,1,0.5245558592707203,0.30440121778560114,0.45850946682518456
2025-01-19,Ad. Demirspor,Fenerbahce,0,4,1,0.7054197632916427,0.5926287741659623,0.6715824665539386
2025-01-19,Eyupspor,Alanyaspor,3,0,1,0.4545590908628589,0.2526766780922614,0.3939943670316796
2025-01-20,Trabzonspor,Sivasspor,4,0,1,0.5983308322450006,0.5293658547950421,0.577641339010013
2025-01-24,Samsunspor,Gaziantep,2,1,1,0.5051870412936417,0.7966472944453244,0.5926251172391466
