match_date,home_team,away_team,home_goals,away_goals,y,p_dc,p_lgbm,p_ensemble
2022-10-02,Konyaspor,Umraniyespor,1,0,0,,,
2022-10-02,Besiktas,Fenerbahce,0,0,0,,,
2022-10-03,Karagumruk,Istanbulspor,1,2,1,,,
2022-10-07,Gaziantep,Ad. Demirspor,1,1,0,,,
2022-10-08,Istanbulspor,Ankaragucu,1,2,1,,,
2022-10-08,Antalyaspor,Konyaspor,1,1,0,,,
2022-10-08,Giresunspor,Besiktas,0,1,0,,,
2022-10-09,Umraniyespor,Kayserispor,2,2,1,,,
2022-10-09,Hatayspor,Alanyaspor,1,0,0,,,
2022-10-09,Fenerbahce,Karagumruk,5,4,1,,,
2022-10-10,Buyuksehyr,Sivasspor,0,2,0,,,
2022-10-10,Trabzonspor,Kasimpasa,0,0,0,,,
2022-10-14,Alanyaspor,Antalyaspor,3,2,1,,,
2022-10-15,Karagumruk,Hatayspor,3,0,1,,,
2022-10-15,Kasimpasa,Ad. Demirspor,1,4,1,,,
2022-10-15,Kayserispor,Galatasaray,2,1,1,,,
2022-10-15,Konyaspor,Gaziantep,0,1,0,,,
2022-10-16,Buyuksehyr,Istanbulspor,2,0,0,,,
2022-10-16,Besiktas,Trabzonspor,2,2,1,,,
2022-10-17,Ankaragucu,Fenerbahce,0,3,1,,,
2022-10-17,Sivasspor,Giresunspor,3,0,1,,,
2022-10-21,Antalyaspor,Istanbulspor,2,1,1,,,
2022-10-22,Umraniyespor,Karagumruk,1,3,1,,,
2022-10-22,Trabzonspor,Sivasspor,1,0,0,,,
2022-10-22,Fenerbahce,Buyuksehyr,1,0,0,,,
2022-10-23,Kasimpasa,Kayserispor,0,1,0,,,
2022-10-23,Ad. Demirspor,Konyaspor,1,1,0,,,
2022-10-23,Galatasaray,Alanyaspor,2,2,1,,,
2022-10-24,Giresunspor,Ankaragucu,1,1,0,,,
2022-10-24,Hatayspor,Besiktas,2,1,1,,,
2022-10-28,Karagumruk,Galatasaray,0,2,0,,,
2022-10-29,Konyaspor,Kasimpasa,1,1,0,,,
2022-10-29,Alanyaspor,Gaziantep,2,0,0,,,
2022-10-30,Ankaragucu,Hatayspor,4,1,1,,,
2022-10-30,Besiktas,Umraniyespor,5,2,1,,,
2022-10-30,Kayserispor,Ad. Demirspor,2,2,1,,,
2022-10-30,Istanbulspor,Fenerbahce,2,5,1,,,
2022-10-31,Buyuksehyr,Giresunspor,3,1,1,,,
2022-10-31,Sivasspor,Antalyaspor,0,2,0,,,
2022-11-04,Kasimpasa,Ankaragucu,1,1,0,,,
2022-11-04,Umraniyespor,Alanyaspor,3,1,1,,,
2022-11-05,Giresunspor,Istanbulspor,3,2,1,,,
2022-11-05,Galatasaray,Besiktas,2,1,1,,,
2022-11-06,Gaziantep,Kayserispor,1,2,1,,,
2022-11-06,Antalyaspor,Karagumruk,4,2,1,,,
2022-11-06,Trabzonspor,Konyaspor,2,2,1,,,
2022-11-07,Fenerbahce,Sivasspor,1,0,0,,,
2022-11-07,Hatayspor,Buyuksehyr,3,3,1,,,
2022-11-11,Alanyaspor,Ad. Demirspor,0,0,0,,,
2022-11-11,Ankaragucu,Trabzonspor,1,1,0,,,
2022-11-12,Sivasspor,Umraniyespor,2,2,1,,,
2022-11-12,Fenerbahce,Giresunspor,1,2,1,,,
2022-11-12,Buyuksehyr,Galatasaray,0,7,1,,,
2022-11-13,Kayserispor,Konyaspor,1,2,1,,,
2022-11-13,Karagumruk,Gaziantep,3,3,1,,,
2022-11-13,Istanbulspor,Hatayspor,0,1,0,,,
2022-12-23,Antalyaspor,Ankaragucu,0,2,0,,,
2022-12-23,Umraniyespor,Buyuksehyr,1,3,1,,,
2022-12-24,Hatayspor,Giresunspor,1,1,0,,,
2022-12-24,Kasimpasa,Sivasspor,1,2,1,,,
2022-12-24,Trabzonspor,Fenerbahce,2,0,0,,,
2022-12-25,Ad. Demirspor,Karagumruk,2,1,1,,,
2022-12-25,Gaziantep,Besiktas,1,1,0,,,
2022-12-25,Konyaspor,Alanyaspor,2,2,1,,,
2022-12-25,Galatasaray,Istanbulspor,2,1,1,,,
2022-12-27,Ankaragucu,Umraniyespor,1,2,1,,,
2022-12-27,Buyuksehyr,Antalyaspor,2,0,0,,,
2022-12-27,Fenerbahce,Hatayspor,4,0,1,,,
2022-12-28,Istanbulspor,Kasimpasa,2,1,1,,,
2022-12-28,Karagumruk,Trabzonspor,4,1,1,,,
2022-12-28,Alanyaspor,Kayserispor,3,1,1,,,
2022-12-29,Giresunspor,Gaziantep,2,1,1,,,
2022-12-29,Sivasspor,Galatasaray,1,2,1,,,
2022-12-29,Besiktas,Ad. Demirspor,1,0,0,,,
2023-01-03,Umraniyespor,Hatayspor,2,2,1,,,
2023-01-03,Antalyaspor,Fenerbahce,1,2,1,,,
2023-01-04,Kasimpasa,Alanyaspor,4,1,1,,,
2023-01-04,Kayserispor,Karagumruk,2,4,1,,,
2023-01-04,Galatasaray,Ankaragucu,2,1,1,,,
2023-01-04,Konyaspor,Sivasspor,2,2,1,,,
2023-01-05,Trabzonspor,Giresunspor,3,0,1,,,
2023-01-05,Gaziantep,Buyuksehyr,1,1,0,,,
2023-01-05,Ad. Demirspor,Istanbulspor,6,0,1,,,
2023-01-07,Hatayspor,Antalyaspor,0,0,0,,,
2023-01-07,Besiktas,Kasimpasa,2,1,1,,,
2023-01-08,Karagumruk,Konyaspor,3,3,1,,,
2023-01-08,Ankaragucu,Kayserispor,2,1,1,,,
2023-01-08,Giresunspor,Umraniyespor,0,1,0,,,
2023-01-08,Fenerbahce,Galatasaray,0,3,1,,,
2023-01-09,Buyuksehyr,Ad. Demirspor,2,1,1,,,
2023-01-09,Alanyaspor,Trabzonspor,5,0,1,,,
2023-01-09,Istanbulspor,Gaziantep,1,1,0,,,
2023-01-13,Kayserispor,Sivasspor,4,1,1,,,
2023-01-13,Galatasaray,Hatayspor,4,0,1,,,
2023-01-14,Antalyaspor,Giresunspor,2,2,1,,,
2023-01-14,Ad. Demirspor,Ankaragucu,3,1,1,,,
2023-01-14,Konyaspor,Besiktas,1,2,1,,,
2023-01-14,Trabzonspor,Buyuksehyr,1,0,0,,,
2023-01-15,Umraniyespor,Istanbulspor,0,2,0,,,
2023-01-15,Kasimpasa,Karagumruk,2,2,1,,,
2023-01-15,Gaziantep,Fenerbahce,1,2,1,,,
2023-01-20,Ad. Demirspor,Giresunspor,1,1,0,,,
2023-01-21,Kasimpasa,Buyuksehyr,1,3,1,,,
2023-01-21,Galatasaray,Antalyaspor,2,1,1,,,
2023-01-22,Gaziantep,Sivasspor,1,2,1,,,
2023-01-22,Alanyaspor,Karagumruk,2,2,1,,,
2023-01-22,Kayserispor,Besiktas,0,2,0,,,
2023-01-22,Trabzonspor,Istanbulspor,4,0,1,,,
2023-01-23,Konyaspor,Ankaragucu,0,1,0,,,
2023-01-23,Umraniyespor,Fenerbahce,1,2,1,,,
2023-01-27,Besiktas,Alanyaspor,3,0,1,,,
2023-01-28,Sivasspor,Ad. Demirspor,1,2,1,,,
2023-01-28,Ankaragucu,Gaziantep,0,2,0,,,
2023-01-28,Hatayspor,Trabzonspor,2,1,1,,,
2023-01-28,Antalyaspor,Umraniyespor,3,2,1,,,
2023-01-28,Giresunspor,Galatasaray,0,4,1,,,
2023-01-29,Istanbulspor,Kayserispor,2,4,1,,,
2023-01-29,Buyuksehyr,Konyaspor,2,0,0,,,
2023-01-29,Fenerbahce,Kasimpasa,5,1,1,,,
2023-01-31,Alanyaspor,Sivasspor,0,3,1,,,
2023-01-31,Karagumruk,Besiktas,1,1,0,,,
2023-02-01,Kasimpasa,Giresunspor,5,1,1,,,
2023-02-01,Gaziantep,Hatayspor,4,1,1,,,
2023-02-01,Trabzonspor,Antalyaspor,2,0,0,,,
2023-02-01,Galatasaray,Umraniyespor,3,2,1,,,
2023-02-02,Kayserispor,Buyuksehyr,1,0,0,,,
2023-02-02,Konyaspor,Istanbulspor,0,1,0,,,
2023-02-02,Ad. Demirspor,Fenerbahce,1,1,0,,,
2023-02-04,Ankaragucu,Karagumruk,0,2,0,,,
2023-02-04,Sivasspor,Besiktas,1,0,0,,,
2023-02-04,Antalyaspor,Gaziantep,1,0,0,,,
2023-02-05,Istanbulspor,Alanyaspor,2,1,1,,,
2023-02-05,Hatayspor,Kasimpasa,1,0,0,,,
2023-02-05,Galatasaray,Trabzonspor,2,1,1,,,
2023-02-25,Umraniyespor,Gaziantep,3,0,1,,,
2023-02-25,Fenerbahce,Konyaspor,4,0,1,,,
2023-02-25,Giresunspor,Kayserispor,1,2,1,,,
2023-02-26,Umraniyespor,Ad. Demirspor,1,1,0,,,
2023-02-26,Besiktas,Antalyaspor,0,0,0,,,
2023-03-03,Alanyaspor,Buyuksehyr,1,0,0,,,
2023-03-04,Karagumruk,Sivasspor,4,3,1,,,
2023-03-04,Trabzonspor,Umraniyespor,1,2,1,,,
2023-03-04,Kayserispor,Fenerbahce,1,2,1,,,
2023-03-05,Ad. Demirspor,Hatayspor,3,0,1,,,
2023-03-05,Gaziantep,Galatasaray,0,3,1,,,
2023-03-05,Konyaspor,Giresunspor,0,0,0,,,
2023-03-05,Besiktas,Ankaragucu,2,1,1,,,
2023-03-06,Kasimpasa,Antalyaspor,3,1,1,,,
2023-03-10,Giresunspor,Karagumruk,2,2,1,,,
2023-03-11,Antalyaspor,Kayserispor,4,0,1,,,
2023-03-11,Galatasaray,Kasimpasa,1,0,0,,,
2023-03-12,Ankaragucu,Alanyaspor,2,0,0,0.5796635876005248,0.7245738761523508,0.6231366741660727
2023-03-12,Hatayspor,Konyaspor,0,3,1,0.4693367859443132,0.7537438797551052,0.5546589140875509
2023-03-12,Trabzonspor,Ad. Demirspor,4,1,1,0.5038621169101599,0.6954522880534505,0.5613391682531471
2023-03-12,Buyuksehyr,Besiktas,0,2,0,0.3696195603278544,0.8173256461205172,0.5039313860656534
2023-03-13,Istanbulspor,Sivasspor,3,0,1,0.536340002540391,0.7578379801633494,0.6027893958272785
2023-03-17,Konyaspor,Galatasaray,2,1,1,0.43288752313549794,0.7115256581746441,0.5164789636472418
2023-03-18,Kasimpasa,Umraniyespor,1,1,0,0.6825971154009501,0.3860215054740746,0.5936244324228874
2023-03-18,Ad. Demirspor,Antalyaspor,2,0,0,0.5394407744385848,0.7236621743094297,0.5947071943998383
2023-03-18,Besiktas,Istanbulspor,3,1,1,0.6003035371787871,0.6084664491623438,0.6027524107738542
2023-03-19,Karagumruk,Buyuksehyr,2,2,1,0.5256062710406597,0.8097142700557289,0.6108386707451805
2023-03-19,Sivasspor,Ankaragucu,2,0,0,0.48291056355476686,0.7363795399876252,0.5589512564846244
2023-03-19,Alanyaspor,Fenerbahce,1,3,1,0.6910347735381098,0.39806476255654843,0.6031437702436414
2023-03-19,Gaziantep,Trabzonspor,0,3,1,0.498833492887141,0.8567750748571487,0.6062159674781433
2023-03-19,Kayserispor,Hatayspor,3,0,1,0.609891006729908,0.6890054551707628,0.6336253412621645
2023-04-01,Buyuksehyr,Ankaragucu,1,0,0,0.4272437968540294,0.7835734387506791,0.5341426894230243
2023-04-01,Trabzonspor,Kayserispor,3,4,1,0.599409393160862,0.663731227012075,0.6187059433162259
2023-04-01,Galatasaray,Ad. Demirspor,2,0,0,0.4922250629141373,0.7635173473520015,0.5736127482454966
2023-04-02,Umraniyespor,Konyaspor,2,2,1,0.5175168207020424,0.5909891809942291,0.5395585287896985
2023-04-02,Giresunspor,Alanyaspor,2,2,1,0.5343066095943655,0.6427491840115706,0.566839381919527
2023-04-02,Gaziantep,Kasimpasa,0,3,1,0.5992077335860937,0.7047190884865512,0.630861140056231
2023-04-02,Hatayspor,Sivasspor,0,3,1,0.5105653228506438,0.7296552183964368,0.5762922915143818
2023-04-02,Fenerbahce,Besiktas,2,4,1,0.5608181169951955,0.6082031655636103,0.57503363156572
2023-04-03,Istanbulspor,Karagumruk,0,1,0,0.68244722578706,0.6197878346198719,0.6636494084369036
2023-04-07,Konyaspor,Antalyaspor,1,1,0,0.4586558274045631,0.7322297258179924,0.5407279969285919
2023-04-08,Ankaragucu,Istanbulspor,3,2,1,0.5287796408618655,0.6004358114533948,0.5502764920393243
2023-04-08,Kasimpasa,Trabzonspor,2,0,0,0.604479846959545,0.8100814016493809,0.6661603133664958
2023-04-09,Sivasspor,Buyuksehyr,1,1,0,0.3912097017350538,0.8218191209177435,0.5203925274898608
2023-04-09,Ad. Demirspor,Gaziantep,3,0,1,0.5550502225652504,0.7756373571810797,0.6212263629499992
2023-04-09,Alanyaspor,Hatayspor,3,0,1,0.6539755508343968,0.708091755987874,0.67021041238044
2023-04-09,Besiktas,Giresunspor,3,1,1,0.4585604061351745,0.749093509331802,0.5457203370941628
2023-04-10,Kayserispor,Umraniyespor,3,1,1,0.6477215218686346,0.5999608825918911,0.6333933300856116
2023-04-10,Karagumruk,Fenerbahce,1,2,1,0.7126512851958674,0.7829477848543005,0.7337402350933973
2023-04-14,Antalyaspor,Alanyaspor,3,1,1,0.616044830533841,0.603032612485138,0.6121411651192301
2023-04-14,Galatasaray,Kayserispor,6,0,1,0.6050632770327313,0.5492320073155217,0.5883138961175685
2023-04-15,Istanbulspor,Buyuksehyr,1,0,0,0.4664676756534543,0.6744627136169363,0.5288661870424989
2023-04-15,Fenerbahce,Ankaragucu,2,1,1,0.6544502559357216,0.701144879756718,0.6684586430820205
2023-04-15,Ad. Demirspor,Kasimpasa,5,0,1,0.6489310655261591,0.7024160380056579,0.6649765572700088
2023-04-16,Gaziantep,Konyaspor,0,3,1,0.4442316253913394,0.7742597588294634,0.5432400654227766
2023-04-16,Giresunspor,Sivasspor,1,0,0,0.42194617474431395,0.7610735609299855,0.5236843906000154
2023-04-16,Trabzonspor,Besiktas,0,0,0,0.4694921175770381,0.6590378170746158,0.5263558274263115
2023-04-16,Hatayspor,Karagumruk,0,3,1,0.654860819738101,0.6582904896884514,0.6558897207232061
2023-04-18,Alanyaspor,Galatasaray,1,4,1,0.5971494412598911,0.5716575668209328,0.5895018789282036
2023-04-18,Karagumruk,Umraniyespor,4,2,1,0.7188027745648812,0.7823545209050131,0.7378682984669207
2023-04-19,Besiktas,Hatayspor,3,0,1,0.5504891066827001,0.6199787019144462,0.571335985252224
2023-04-19,Buyuksehyr,Fenerbahce,1,2,1,0.4501981625854288,0.68963283233742,0.5220285635110262
2023-04-19,Istanbulspor,Antalyaspor,3,3,1,0.5455036788749885,0.5595701423238328,0.5497236179096419
2023-04-19,Kayserispor,Kasimpasa,0,0,0,0.6761219098751841,0.4453765378385624,0.6068982982641975
2023-04-19,Konyaspor,Ad. Demirspor,1,2,1,0.45323943753682605,0.714123167524765,0.5315045565332077
2023-04-20,Ankaragucu,Giresunspor,3,1,1,0.4076708332771289,0.5621881090802197,0.45402601601805614
2023-04-20,Sivasspor,Trabzonspor,4,1,1,0.4948302139446529,0.7377806557452882,0.5677153464848435
2023-04-22,Umraniyespor,Besiktas,0,2,0,0.5655832447685692,0.7681317525756514,0.6263477971106939
2023-04-23,Kasimpasa,Konyaspor,1,2,1,0.5297865269175394,0.7964790263973994,0.6097942767614974
2023-04-23,Ad. Demirspor,Kayserispor,5,3,1,0.6487030695510583,0.8157589359409814,0.6988198294680352
2023-04-23,Galatasaray,Karagumruk,3,3,1,0.6727700517813419,0.8616371343139059,0.7294301765411111
2023-04-23,Gaziantep,Alanyaspor,0,3,1,0.6033128442187036,0.7886738993132428,0.6589211607470654
2023-04-23,Hatayspor,Ankaragucu,0,3,1,0.463808246764819,0.6240395475115611,0.5118776369888416
2023-04-24,Giresunspor,Buyuksehyr,2,4,1,0.34155379231814237,0.6153378511587383,0.42368900997032116
2023-04-24,Antalyaspor,Sivasspor,1,2,1,0.5091565150620132,0.8050189813013614,0.5979152549338177
2023-04-24,Fenerbahce,Istanbulspor,3,3,1,0.7745546267862184,0.7275253803760766,0.7604458528631759
2023-04-28,Alanyaspor,Umraniyespor,1,0,0,0.7126394176922789,0.45030937238847507,0.6339404041011377
2023-04-29,Karagumruk,Antalyaspor,0,1,0,0.6497599816588348,0.6672810366088218,0.6550162981438308
2023-04-29,Konyaspor,Trabzonspor,2,1,1,0.4897333736126632,0.49760114271099226,0.49209370434216193
2023-04-29,Ankaragucu,Kasimpasa,0,0,0,0.5475832607970401,0.7605673186080605,0.6114784781403462
2023-04-29,Sivasspor,Fenerbahce,1,3,1,0.5844458508674623,0.892549009088778,0.676876798333857
2023-04-30,Besiktas,Galatasaray,3,1,1,0.45911094048756795,0.8435399013135241,0.5744396287353548
2023-04-30,Buyuksehyr,Hatayspor,3,0,1,0.4721539616754432,0.7166638011558856,0.5455069135195759
2023-04-30,Kayserispor,Gaziantep,3,0,1,0.59561403310729,0.7983147019728127,0.6564242337669468
2023-05-01,Istanbulspor,Giresunspor,1,0,0,0.5060515226975699,0.7792249587555355,0.5880035535149596
2023-05-06,Antalyaspor,Besiktas,1,3,1,0.481149469564778,0.8245951411439003,0.5841831710385147
2023-05-06,Ad. Demirspor,Alanyaspor,4,2,1,0.6855539453768846,0.888807076686737,0.7465298847698403
2023-05-07,Umraniyespor,Sivasspor,4,1,1,0.5779217171451396,0.6188749419930719,0.5902076845995193
2023-05-07,Konyaspor,Kayserispor,2,2,1,0.5645372507699454,0.6348450983913949,0.5856296050563803
2023-05-07,Giresunspor,Fenerbahce,1,1,0,0.5682180308115597,0.8840352480109277,0.6629631959713702
2023-05-07,Gaziantep,Karagumruk,0,3,1,0.6174920791424974,0.6626366694664392,0.6310354562396799
2023-05-07,Hatayspor,Istanbulspor,0,3,1,0.5486486580074316,0.6503944400489489,0.5791723926198867
2023-05-08,Galatasaray,Buyuksehyr,1,0,0,0.40282342447577457,0.734929394542068,0.5024552154956626
2023-05-08,Trabzonspor,Ankaragucu,2,0,0,0.5392529704305481,0.5560561560374742,0.5442939261126258
2023-05-16,Sivasspor,Kasimpasa,1,2,1,0.5720286884260686,0.6881463611152304,0.6068639902328171
2023-05-16,Alanyaspor,Konyaspor,0,3,1,0.5764252894599455,0.6562931205897892,0.6003856387988986
2023-05-16,Istanbulspor,Galatasaray,0,2,0,0.6045274243861712,0.7851763672919265,0.6587221072578978
2023-05-17,Besiktas,Gaziantep,3,0,1,0.5445121788173367,0.795966847080018,0.6199485792961411
2023-05-17,Ankaragucu,Antalyaspor,1,1,0,0.4859973873097826,0.7834214829417324,0.5752246159993676
2023-05-17,Karagumruk,Ad. Demirspor,2,3,1,0.6430752129275813,0.7646262746290631,0.6795405314380258
2023-05-17,Giresunspor,Hatayspor,3,0,1,0.44698912402524776,0.7737012777997321,0.545002770157593
2023-05-17,Buyuksehyr,Umraniyespor,1,1,0,0.5076681414834165,0.6475590880201517,0.5496354254444371
2023-05-18,Fenerbahce,Trabzonspor,3,1,1,0.6458387945993275,0.5782039605389129,0.6255483443812031
2023-05-20,Kasimpasa,Istanbulspor,1,0,0,0.6666484344288438,0.7827304489742684,0.7014730387924712
2023-05-20,Galatasaray,Sivasspor,2,0,0,0.547324210297736,0.7291067462141406,0.6018589710726574
2023-05-20,Kayserispor,Alanyaspor,0,4,1,0.7086017357474369,0.6082814076021237,0.678505637303843
2023-05-21,Umraniyespor,Ankaragucu,1,2,1,0.5635525210962601,0.41636292692036675,0.519395642843492
2023-05-21,Ad. Demirspor,Besiktas,1,4,1,0.4857232543573171,0.7830593596285357,0.5749240859386827
2023-05-21,Antalyaspor,Buyuksehyr,0,0,0,0.3934289958150665,0.5050483977242798,0.42691481638783046
2023-05-21,Gaziantep,Giresunspor,0,3,1,0.43118805933922855,0.7928280404415737,0.5396800536699321
2023-05-21,Hatayspor,Fenerbahce,0,3,1,0.6532721187692843,0.9062558797721673,0.7291672470701491
2023-05-22,Trabzonspor,Karagumruk,4,1,1,0.6718068298955955,0.41421965292920737,0.5945306768056791
2023-05-30,Giresunspor,Trabzonspor,2,4,1,0.47791588069441127,0.732294520270072,0.5542294725671095
2023-05-30,Ankaragucu,Galatasaray,1,4,1,0.48947494563166905,0.8850790157720997,0.6081561666737982
2023-05-30,Buyuksehyr,Gaziantep,3,0,1,0.4308680903139412,0.6849918401091553,0.5071052152525054
2023-05-30,Fenerbahce,Antalyaspor,2,0,0,0.6590120655989243,0.7001475972744416,0.6713527251015796
2023-05-30,Sivasspor,Konyaspor,1,0,0,0.4519186080128346,0.6897047891378139,0.5232544623503284
2023-05-30,Hatayspor,Umraniyespor,0,3,1,0.5424081747156788,0.8602825871163248,0.6377704984358725
2023-05-30,Istanbulspor,Ad. Demirspor,0,2,0,0.636305053046658,0.6782902887095587,0.6489006237455281
2023-05-30,Karagumruk,Kayserispor,2,0,0,0.7596338667099873,0.6285959907302048,0.7203225039160526
2023-05-30,Alanyaspor,Kasimpasa,1,3,1,0.6604423532797747,0.5921619271646024,0.639958225445223
2023-06-03,Gaziantep,Istanbulspor,0,3,1,0.5072034700844756,0.7575571164422183,0.5823095639917985
2023-06-03,Konyaspor,Karagumruk,1,1,0,0.6074615230210489,0.47797785688848,0.5686164231812783
2023-06-03,Ad. Demirspor,Buyuksehyr,2,3,1,0.4567435174411651,0.43353579901416733,0.4497812019130658
2023-06-03,Antalyaspor,Hatayspor,3,0,1,0.5249315768228536,0.9026141076324958,0.6382363360657464
2023-06-03,Trabzonspor,Alanyaspor,5,1,1,0.6914801332529671,0.5869999113536917,0.6601360666831845
2023-06-03,Kasimpasa,Besiktas,2,5,1,0.5316001646951,0.8763888664012559,0.6350367752069468
2023-06-03,Umraniyespor,Giresunspor,0,1,0,0.5485556632066857,0.6921139451023862,0.5916231477753959
2023-06-03,Kayserispor,Ankaragucu,0,1,0,0.5823836290217194,0.47451690704471866,0.5500236124286192
2023-06-04,Galatasaray,Fenerbahce,3,0,1,0.5828108395400347,0.782143087434364,0.6426105139083335
2023-06-06,Karagumruk,Kasimpasa,3,0,1,0.6907829715904599,0.7355785037934257,0.7042216312513496
2023-06-06,Sivasspor,Kayserispor,1,1,0,0.611883427784846,0.6935281153007627,0.636376834039621
2023-06-06,Buyuksehyr,Trabzonspor,3,1,1,0.43639742440236906,0.8410495875299805,0.5577930733406524
2023-06-07,Fenerbahce,Gaziantep,3,0,1,0.7174587308930782,0.8994210173120888,0.7720474168187814
2023-06-07,Besiktas,Konyaspor,3,3,1,0.45843190906146253,0.5329540175414581,0.4807885416054612
2023-06-07,Ankaragucu,Ad. Demirspor,1,2,1,0.5484188366700954,0.34786891422207367,0.48825385993568887
2023-06-07,Giresunspor,Antalyaspor,2,0,0,0.4548530931894534,0.5216997096836138,0.4749070781377015
2023-06-07,Istanbulspor,Umraniyespor,4,0,1,0.6083324882545913,0.610883359877456,0.6090977497414507
2023-06-07,Hatayspor,Galatasaray,0,3,1,0.5915735753710877,0.9082347812955482,0.6865719371484259
2023-08-11,Trabzonspor,Antalyaspor,1,0,0,0.5525922597378746,0.3141012549134153,0.48104495829053684
2023-08-12,Kasimpasa,Ankaragucu,3,2,1,0.5140783739315283,0.39919535860299127,0.4796134693329672
2023-08-12,Konyaspor,Istanbulspor,1,1,0,0.5405759053859476,0.4274441705781807,0.5066363849436175
2023-08-12,Kayserispor,Galatasaray,0,0,0,0.6398500411000276,0.7464088179257187,0.671817674147735
2023-08-12,Pendikspor,Hatayspor,1,5,1,,,
2023-08-13,Sivasspor,Samsunspor,1,1,0,,,
2023-08-13,Ad. Demirspor,Rizespor,2,1,1,0.7174641297539678,0.6842174349732553,0.7074901213197541
2023-08-13,Fenerbahce,Gaziantep,2,1,1,0.7174587308930782,0.8914709888196808,0.769662408271059
2023-08-14,Alanyaspor,Buyuksehyr,2,0,0,0.49405398334405914,0.5107354176045161,0.4990584136221963
2023-08-14,Karagumruk,Besiktas,0,1,0,0.6255200099722251,0.7148704240360638,0.6523251341913767
2023-08-18,Antalyaspor,Konyaspor,1,1,0,0.4347694303430314,0.6888982161893258,0.5110080660969197
2023-08-18,Istanbulspor,Kayserispor,1,1,0,0.6546058493486542,0.5316230017510867,0.6177109950693839
2023-08-19,Rizespor,Alanyaspor,0,0,0,0.6699618320126822,0.37754312262547773,0.5822362191965209
2023-08-19,Galatasaray,Trabzonspor,2,0,0,0.5838595208054227,0.7161049705414008,0.6235331557262161
2023-08-19,Hatayspor,Kasimpasa,0,0,0,0.5309680567733487,0.8673695678862888,0.6318885101072307
2023-08-20,Buyuksehyr,Karagumruk,0,2,0,0.5370430175674462,0.5033487157214455,0.526934727013646
2023-08-20,Besiktas,Pendikspor,1,1,0,,0.8732414343393793,
2023-08-20,Gaziantep,Sivasspor,1,3,1,0.4684087938907291,0.8200409304405732,0.5738984348556824
2023-08-21,Ankaragucu,Ad. Demirspor,1,1,0,0.5484188366700954,0.5160629904588465,0.5387120828067208
2023-08-21,Samsunspor,Fenerbahce,0,2,0,,0.6559732154214456,
2023-08-25,Konyaspor,Gaziantep,2,0,0,0.5081558439803607,0.8910161403247562,0.6230139328836795
2023-08-26,Kasimpasa,Pendikspor,1,1,0,,0.7474094433583099,
2023-08-26,Trabzonspor,Rizespor,2,3,1,0.6777721464871367,0.6353078723407629,0.6650328642432245
2023-08-26,Sivasspor,Antalyaspor,1,1,0,0.4755531897674891,0.6097461504158371,0.5158110779619935
2023-08-27,Karagumruk,Ankaragucu,1,1,0,0.6221315306420243,0.4979187937026004,0.5848677095601971
2023-08-27,Kayserispor,Samsunspor,2,1,1,,0.4780670941877719,
2023-08-27,Alanyaspor,Hatayspor,0,0,0,0.6579695340568762,0.822789939741037,0.7074156557621245
2023-09-01,Kasimpasa,Trabzonspor,1,5,1,0.5946070045091372,0.6912199561885578,0.6235908900129634
2023-09-01,Rizespor,Karagumruk,1,0,0,0.6438957552834973,0.1580445297407482,0.49814038762067253
2023-09-02,Buyuksehyr,Konyaspor,0,1,0,0.37011993681589705,0.14825782069912227,0.3035613019808646
2023-09-02,Pendikspor,Alanyaspor,1,1,0,0.657598763652945,0.2569347203832219,0.537399550672028
2023-09-02,Antalyaspor,Kayserispor,1,1,0,0.5390443215966103,0.33217626907103176,0.4769839058389367
2023-09-02,Gaziantep,Galatasaray,0,3,1,0.5536238955746549,0.5991585867813418,0.567284302936661
2023-09-03,Hatayspor,Ad. Demirspor,3,3,1,0.6215487990206847,0.5401670389968307,0.5971342710135286
2023-09-03,Besiktas,Sivasspor,2,0,0,0.550616090268528,0.301849336071716,0.47598606400948434
2023-09-03,Ankaragucu,Fenerbahce,0,1,0,0.5616083443038995,0.1944867265283789,0.4514718589712433
2023-09-16,Kayserispor,Gaziantep,2,0,0,0.5758462570922557,0.31351312463600856,0.49714631735538156
2023-09-16,Konyaspor,Rizespor,1,2,1,0.5355254293173142,0.6935597314736318,0.5829357199642095
2023-09-16,Ad. Demirspor,Pendikspor,3,0,1,0.7710206622601005,0.2966437524591815,0.6287075893198247
2023-09-16,Galatasaray,Samsunspor,4,2,1,0.4610519339986592,0.41785713349917325,0.44809349384881336
2023-09-17,Fenerbahce,Antalyaspor,3,2,1,0.6003455555626342,0.1632750861670091,0.46922441474394666
2023-09-17,Istanbulspor,Buyuksehyr,0,2,0,0.43544876874853705,0.14944208860609737,0.34964676470580514
2023-09-17,Alanyaspor,Kasimpasa,3,3,1,0.6717523122109205,0.3096482501910056,0.563121093604946
2023-09-17,Trabzonspor,Besiktas,3,0,1,0.587789849007212,0.1883053150261658,0.46794448881289813
2023-09-18,Karagumruk,Hatayspor,0,0,0,0.6645083572013316,0.29668190235831204,0.5541604207484256
2023-09-18,Sivasspor,Ankaragucu,1,3,1,0.457194537264799,0.5843178010672249,0.49533151640552675
2023-09-22,Gaziantep,Istanbulspor,2,0,0,0.4972641659815488,0.8888345792106785,0.6147352899502878
2023-09-23,Pendikspor,Karagumruk,1,1,0,0.6958659710512441,0.30253912633815055,0.577867917637316
