strategy,matchday,leg_no,league,season,match,dir,odd,won,result,combo_odd,all_won,pnl
A) ALL leagues (E0+D1+T1),2021-10-24,1,T1,2122,Fenerbahce vs Alanyaspor,H,1.88,False,A,10.647380000000002,False,-1.0
A) ALL leagues (E0+D1+T1),2021-10-24,2,E0,2122,Man United vs Liverpool,A,2.35,True,A,10.647380000000002,False,-1.0
A) ALL leagues (E0+D1+T1),2021-10-24,3,D1,2122,Stuttgart vs Union Berlin,H,2.41,False,D,10.647380000000002,False,-1.0
A) ALL leagues (E0+D1+T1),2021-10-30,1,T1,2122,Kasimpasa vs Yeni Malatyaspor,H,1.95,True,H,5.4947099999999995,False,-1.0
A) ALL leagues (E0+D1+T1),2021-10-30,2,E0,2122,Newcastle vs Chelsea,A,1.46,True,A,5.4947099999999995,False,-1.0
A) ALL leagues (E0+D1+T1),2021-10-30,3,D1,2122,Leverkusen vs Wolfsburg,H,1.93,False,A,5.4947099999999995,False,-1.0
A) ALL leagues (E0+D1+T1),2021-10-31,1,T1,2122,Alanyaspor vs Goztep,H,1.85,False,D,11.84148,False,-1.0
A) ALL leagues (E0+D1+T1),2021-10-31,2,E0,2122,Aston Villa vs West Ham,A,2.52,True,A,11.84148,False,-1.0
A) ALL leagues (E0+D1+T1),2021-10-31,3,T1,2122,Kayserispor vs Karagumruk,A,2.54,False,H,11.84148,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-01,1,E0,2122,Wolves vs Everton,H,2.3,True,H,9.47784,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-01,2,T1,2122,Buyuksehyr vs Ad. Demirspor,H,2.02,True,H,9.47784,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-01,3,T1,2122,Giresunspor vs Antalyaspor,H,2.04,False,A,9.47784,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-06,1,E0,2122,Brentford vs Norwich,H,1.68,False,A,4.8762,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-06,2,E0,2122,Chelsea vs Burnley,H,1.29,False,D,4.8762,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-06,3,T1,2122,Yeni Malatyaspor vs Buyuksehyr,A,2.25,True,A,4.8762,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-07,1,T1,2122,Fenerbahce vs Kayserispor,H,1.43,False,D,4.530525999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-07,2,E0,2122,Arsenal vs Watford,H,1.46,True,H,4.530525999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-07,3,T1,2122,Karagumruk vs Galatasaray,A,2.17,False,D,4.530525999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-20,1,D1,2122,Leverkusen vs Bochum,H,1.47,True,H,3.9984,True,2.9984
A) ALL leagues (E0+D1+T1),2021-11-20,2,T1,2122,Buyuksehyr vs Sivasspor,H,2.0,True,H,3.9984,True,2.9984
A) ALL leagues (E0+D1+T1),2021-11-20,3,D1,2122,Dortmund vs Stuttgart,H,1.36,True,H,3.9984,True,2.9984
A) ALL leagues (E0+D1+T1),2021-11-21,1,E0,2122,Man City vs Everton,H,1.2,True,H,7.10964,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-21,2,T1,2122,Kasimpasa vs Karagumruk,H,2.61,False,A,7.10964,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-21,3,T1,2122,Galatasaray vs Fenerbahce,H,2.27,False,A,7.10964,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-26,1,T1,2122,Buyuksehyr vs Altay,H,1.66,False,D,7.800671999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-26,2,T1,2122,Ad. Demirspor vs Kasimpasa,H,1.76,False,D,7.800671999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-26,3,D1,2122,Stuttgart vs Mainz,H,2.67,True,H,7.800671999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-27,1,D1,2122,Greuther Furth vs Hoffenheim,A,1.63,True,A,6.494408999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-27,2,T1,2122,Besiktas vs Giresunspor,H,1.71,False,A,6.494408999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-27,3,T1,2122,Rizespor vs Kayserispor,H,2.33,True,H,6.494408999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-28,1,E0,2122,Chelsea vs Man United,H,1.58,False,D,7.384919999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-28,2,T1,2122,Yeni Malatyaspor vs Galatasaray,A,1.9,False,D,7.384919999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-11-28,3,D1,2122,Ein Frankfurt vs Union Berlin,H,2.46,True,H,7.384919999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-01,1,E0,2122,Everton vs Liverpool,A,1.38,True,A,2.6959679999999997,True,1.6959679999999997
A) ALL leagues (E0+D1+T1),2021-12-01,2,E0,2122,Aston Villa vs Man City,A,1.48,True,A,2.6959679999999997,True,1.6959679999999997
A) ALL leagues (E0+D1+T1),2021-12-01,3,E0,2122,Watford vs Chelsea,A,1.32,True,A,2.6959679999999997,True,1.6959679999999997
A) ALL leagues (E0+D1+T1),2021-12-04,1,T1,2122,Galatasaray vs Altay,H,1.41,False,D,2.06424,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-04,2,D1,2122,Leverkusen vs Greuther Furth,H,1.2,True,H,2.06424,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-04,3,E0,2122,Watford vs Man City,A,1.22,True,A,2.06424,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-05,1,E0,2122,Tottenham vs Norwich,H,1.48,True,H,6.42912,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-05,2,E0,2122,Aston Villa vs Leicester,H,2.4,True,H,6.42912,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-05,3,D1,2122,M'gladbach vs Freiburg,H,1.81,False,A,6.42912,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-06,1,T1,2122,Konyaspor vs Yeni Malatyaspor,H,1.73,False,D,8.472156,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-06,2,E0,2122,Everton vs Arsenal,A,2.31,False,H,8.472156,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-06,3,T1,2122,Goztep vs Gaziantep,H,2.12,True,H,8.472156,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-11,1,E0,2122,Arsenal vs Southampton,H,1.75,True,H,5.757499999999999,True,4.757499999999999
A) ALL leagues (E0+D1+T1),2021-12-11,2,T1,2122,Buyuksehyr vs Kasimpasa,H,1.75,True,H,5.757499999999999,True,4.757499999999999
A) ALL leagues (E0+D1+T1),2021-12-11,3,D1,2122,RB Leipzig vs M'gladbach,H,1.88,True,H,5.757499999999999,True,4.757499999999999
A) ALL leagues (E0+D1+T1),2021-12-12,1,D1,2122,Greuther Furth vs Union Berlin,A,2.01,False,H,9.7686,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-12,2,D1,2122,Ein Frankfurt vs Leverkusen,A,2.25,False,H,9.7686,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-12,3,E0,2122,Burnley vs West Ham,A,2.16,False,D,9.7686,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-14,1,E0,2122,Man City vs Leeds,H,1.14,True,H,3.220272,True,2.220272
A) ALL leagues (E0+D1+T1),2021-12-14,2,D1,2122,Stuttgart vs Bayern Munich,A,1.32,True,A,3.220272,True,2.220272
A) ALL leagues (E0+D1+T1),2021-12-14,3,E0,2122,Norwich vs Aston Villa,A,2.14,True,A,3.220272,True,2.220272
A) ALL leagues (E0+D1+T1),2021-12-15,1,D1,2122,Leverkusen vs Hoffenheim,H,2.05,False,D,9.571449999999997,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-15,2,E0,2122,Crystal Palace vs Southampton,H,2.03,False,D,9.571449999999997,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-15,3,E0,2122,Arsenal vs West Ham,H,2.3,True,H,9.571449999999997,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-18,1,T1,2122,Galatasaray vs Buyuksehyr,H,2.44,False,D,6.877872000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-18,2,E0,2122,Leeds vs Arsenal,A,1.62,True,A,6.877872000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-18,3,T1,2122,Trabzonspor vs Hatayspor,H,1.74,True,H,6.877872000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-19,1,E0,2122,Newcastle vs Man City,A,1.13,True,A,6.426309999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-19,2,T1,2122,Fenerbahce vs Besiktas,H,2.42,False,D,6.426309999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-19,3,T1,2122,Rizespor vs Yeni Malatyaspor,H,2.35,True,H,6.426309999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-21,1,T1,2122,Buyuksehyr vs Giresunspor,H,2.06,True,H,9.305226,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-21,2,T1,2122,Altay vs Trabzonspor,A,2.39,True,A,9.305226,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-21,3,T1,2122,Antalyaspor vs Kasimpasa,H,1.89,False,D,9.305226,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-22,1,T1,2122,Karagumruk vs Fenerbahce,A,2.07,False,D,8.078382000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-22,2,T1,2122,Sivasspor vs Rizespor,H,1.58,False,D,8.078382000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-22,3,T1,2122,Gaziantep vs Alanyaspor,H,2.47,True,H,8.078382000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-25,1,T1,2122,Kasimpasa vs Altay,H,2.23,True,H,8.084196,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-25,2,T1,2122,Galatasaray vs Antalyaspor,H,1.71,True,H,8.084196,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-25,3,T1,2122,Giresunspor vs Hatayspor,H,2.12,False,A,8.084196,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-26,1,E0,2122,Norwich vs Arsenal,A,1.53,True,A,5.30145,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-26,2,E0,2122,Tottenham vs Crystal Palace,H,1.75,True,H,5.30145,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-26,3,E0,2122,West Ham vs Southampton,H,1.98,False,A,5.30145,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-28,1,E0,2122,Watford vs West Ham,A,2.07,True,A,5.974226999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-28,2,E0,2122,Southampton vs Tottenham,A,2.17,False,D,5.974226999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2021-12-28,3,E0,2122,Leicester vs Liverpool,A,1.33,False,H,5.974226999999999,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-08,1,T1,2122,Kasimpasa vs Hatayspor,H,1.91,True,H,6.598477,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-08,2,T1,2122,Galatasaray vs Giresunspor,H,1.93,False,A,6.598477,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-08,3,D1,2122,Leverkusen vs Union Berlin,H,1.79,False,D,6.598477,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-09,1,T1,2122,Kayserispor vs Altay,H,2.14,True,H,10.823264000000002,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-09,2,T1,2122,Goztep vs Antalyaspor,H,2.32,True,H,10.823264000000002,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-09,3,T1,2122,Konyaspor vs Sivasspor,H,2.18,False,A,10.823264000000002,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-14,1,T1,2122,Besiktas vs Gaziantep,H,1.61,True,H,7.822185,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-14,2,T1,2122,Yeni Malatyaspor vs Goztep,A,2.37,True,A,7.822185,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-14,3,E0,2122,Brighton vs Crystal Palace,H,2.05,False,D,7.822185,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-15,1,D1,2122,FC Koln vs Bayern Munich,A,1.43,True,A,3.868722,True,2.868722
A) ALL leagues (E0+D1+T1),2022-01-15,2,D1,2122,Stuttgart vs RB Leipzig,A,1.62,True,A,3.868722,True,2.868722
A) ALL leagues (E0+D1+T1),2022-01-15,3,E0,2122,Man City vs Chelsea,H,1.67,True,H,3.868722,True,2.868722
A) ALL leagues (E0+D1+T1),2022-01-16,1,E0,2122,West Ham vs Leeds,H,1.69,False,A,7.221032,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-16,2,T1,2122,Hatayspor vs Galatasaray,A,2.18,False,H,7.221032,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-16,3,D1,2122,Bielefeld vs Greuther Furth,H,1.96,False,D,7.221032,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-19,1,T1,2122,Fenerbahce vs Altay,H,1.46,True,H,4.676672,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-19,2,E0,2122,Brentford vs Man United,A,1.76,True,A,4.676672,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-19,3,T1,2122,Trabzonspor vs Giresunspor,H,1.82,False,D,4.676672,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-22,1,E0,2122,Man United vs West Ham,H,2.17,True,H,4.71107,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-22,2,T1,2122,Yeni Malatyaspor vs Besiktas,A,1.67,False,D,4.71107,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-22,3,E0,2122,Southampton vs Man City,A,1.3,False,D,4.71107,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-23,1,D1,2122,RB Leipzig vs Wolfsburg,H,1.53,True,H,3.1909680000000002,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-23,2,E0,2122,Arsenal vs Burnley,H,1.32,False,D,3.1909680000000002,False,-1.0
A) ALL leagues (E0+D1+T1),2022-01-23,3,E0,2122,Crystal Palace vs Liverpool,A,1.58,True,A,3.1909680000000002,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-05,1,E0,2122,Burnley vs Watford,H,2.22,False,D,14.13807,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-05,2,D1,2122,Augsburg vs Union Berlin,A,2.71,False,H,14.13807,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-05,3,T1,2122,Fenerbahce vs Buyuksehyr,H,2.35,False,A,14.13807,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-06,1,T1,2122,Alanyaspor vs Galatasaray,H,2.68,False,D,8.428600000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-06,2,T1,2122,Goztep vs Altay,H,1.7,False,A,8.428600000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-06,3,T1,2122,Besiktas vs Antalyaspor,H,1.85,False,D,8.428600000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-08,1,E0,2122,Burnley vs Man United,A,1.56,False,D,6.26262,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-08,2,E0,2122,West Ham vs Watford,H,1.55,True,H,6.26262,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-08,3,E0,2122,Newcastle vs Everton,H,2.59,True,H,6.26262,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-09,1,E0,2122,Man City vs Brentford,H,1.1,True,H,3.989370000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-09,2,E0,2122,Tottenham vs Southampton,H,1.57,False,A,3.989370000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-09,3,E0,2122,Norwich vs Crystal Palace,A,2.31,False,D,3.989370000000001,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-12,1,E0,2122,Man United vs Southampton,H,1.54,False,D,3.2361560000000003,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-12,2,D1,2122,Leverkusen vs Stuttgart,H,1.33,True,H,3.2361560000000003,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-12,3,T1,2122,Galatasaray vs Kayserispor,H,1.58,False,D,3.2361560000000003,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-13,1,D1,2122,Union Berlin vs Dortmund,A,2.17,True,A,4.447632,True,3.4476319999999996
A) ALL leagues (E0+D1+T1),2022-02-13,2,E0,2122,Burnley vs Liverpool,A,1.22,True,A,4.447632,True,3.4476319999999996
A) ALL leagues (E0+D1+T1),2022-02-13,3,T1,2122,Sivasspor vs Yeni Malatyaspor,H,1.68,True,H,4.447632,True,3.4476319999999996
A) ALL leagues (E0+D1+T1),2022-02-19,1,E0,2122,Man City vs Tottenham,H,1.28,False,A,2.1985279999999996,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-19,2,E0,2122,Arsenal vs Brentford,H,1.52,True,H,2.1985279999999996,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-19,3,E0,2122,Liverpool vs Norwich,H,1.13,True,H,2.1985279999999996,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-20,1,T1,2122,Fenerbahce vs Hatayspor,H,1.85,True,H,5.9052,True,4.9052
A) ALL leagues (E0+D1+T1),2022-02-20,2,E0,2122,Leeds vs Man United,A,1.68,True,A,5.9052,True,4.9052
A) ALL leagues (E0+D1+T1),2022-02-20,3,D1,2122,Dortmund vs M'gladbach,H,1.9,True,H,5.9052,True,4.9052
A) ALL leagues (E0+D1+T1),2022-02-23,1,E0,2122,Liverpool vs Leeds,H,1.18,True,H,5.3987359999999995,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-23,2,T1,2122,Gaziantep vs Yeni Malatyaspor,H,1.72,False,D,5.3987359999999995,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-23,3,E0,2122,Watford vs Crystal Palace,A,2.66,True,A,5.3987359999999995,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-25,1,D1,2122,Hoffenheim vs Stuttgart,H,1.58,True,H,3.602558,True,2.602558
A) ALL leagues (E0+D1+T1),2022-02-25,2,E0,2122,Southampton vs Norwich,H,1.51,True,H,3.602558,True,2.602558
A) ALL leagues (E0+D1+T1),2022-02-25,3,T1,2122,Trabzonspor vs Kayserispor,H,1.51,True,H,3.602558,True,2.602558
A) ALL leagues (E0+D1+T1),2022-02-26,1,D1,2122,Greuther Furth vs FC Koln,A,2.03,False,D,4.2607669999999995,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-26,2,E0,2122,Man United vs Watford,H,1.39,False,D,4.2607669999999995,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-26,3,D1,2122,Ein Frankfurt vs Bayern Munich,A,1.51,True,A,4.2607669999999995,False,-1.0
A) ALL leagues (E0+D1+T1),2022-02-27,1,D1,2122,Augsburg vs Dortmund,A,1.9,False,D,5.307650000000001,False,-1.0
