strategy,matchday,leg_no,league,season,match,dir,odd,won,result,combo_odd,all_won,pnl
T1 only (>=1 confirm),2021-09-11,1,T1,2122,Karagumruk vs Ad. Demirspor,H,2.66,True,H,9.02538,True,8.02538
T1 only (>=1 confirm),2021-09-11,2,T1,2122,Konyaspor vs Altay,H,2.61,True,H,9.02538,True,8.02538
T1 only (>=1 confirm),2021-09-11,3,T1,2122,Besiktas vs Yeni Malatyaspor,H,1.3,True,H,9.02538,True,8.02538
T1 only (>=1 confirm),2021-09-12,1,T1,2122,Fenerbahce vs Sivasspor,H,1.56,False,D,8.975615999999999,False,-1.0
T1 only (>=1 confirm),2021-09-12,2,T1,2122,Trabzonspor vs Galatasaray,H,2.32,False,D,8.975615999999999,False,-1.0
T1 only (>=1 confirm),2021-09-12,3,T1,2122,Rizespor vs Hatayspor,H,2.48,False,A,8.975615999999999,False,-1.0
T1 only (>=1 confirm),2021-09-21,1,T1,2122,Besiktas vs Ad. Demirspor,H,1.4,False,D,5.780880000000001,False,-1.0
T1 only (>=1 confirm),2021-09-21,2,T1,2122,Karagumruk vs Antalyaspor,H,1.86,False,D,5.780880000000001,False,-1.0
T1 only (>=1 confirm),2021-09-21,3,T1,2122,Rizespor vs Altay,A,2.22,True,A,5.780880000000001,False,-1.0
T1 only (>=1 confirm),2021-09-22,1,T1,2122,Kayserispor vs Galatasaray,A,1.87,False,H,12.190529999999999,False,-1.0
T1 only (>=1 confirm),2021-09-22,2,T1,2122,Goztep vs Hatayspor,H,2.46,False,A,12.190529999999999,False,-1.0
T1 only (>=1 confirm),2021-09-22,3,T1,2122,Gaziantep vs Buyuksehyr,A,2.65,False,H,12.190529999999999,False,-1.0
T1 only (>=1 confirm),2021-09-23,1,T1,2122,Fenerbahce vs Giresunspor,H,1.42,True,H,5.995807999999999,False,-1.0
T1 only (>=1 confirm),2021-09-23,2,T1,2122,Alanyaspor vs Kasimpasa,H,1.82,True,H,5.995807999999999,False,-1.0
T1 only (>=1 confirm),2021-09-23,3,T1,2122,Konyaspor vs Trabzonspor,A,2.32,False,D,5.995807999999999,False,-1.0
T1 only (>=1 confirm),2021-09-26,1,T1,2122,Buyuksehyr vs Rizespor,H,1.62,True,H,6.368544,True,5.368544
T1 only (>=1 confirm),2021-09-26,2,T1,2122,Galatasaray vs Goztep,H,1.56,True,H,6.368544,True,5.368544
T1 only (>=1 confirm),2021-09-26,3,T1,2122,Hatayspor vs Fenerbahce,A,2.52,True,A,6.368544,True,5.368544
T1 only (>=1 confirm),2021-10-02,1,T1,2122,Goztep vs Giresunspor,H,2.43,False,A,10.663812,False,-1.0
T1 only (>=1 confirm),2021-10-02,2,T1,2122,Kayserispor vs Trabzonspor,A,2.07,True,A,10.663812,False,-1.0
T1 only (>=1 confirm),2021-10-02,3,T1,2122,Besiktas vs Sivasspor,H,2.12,True,H,10.663812,False,-1.0
T1 only (>=1 confirm),2021-10-03,1,T1,2122,Fenerbahce vs Kasimpasa,H,1.68,True,H,7.739759999999999,True,6.739759999999999
T1 only (>=1 confirm),2021-10-03,2,T1,2122,Gaziantep vs Altay,H,2.71,True,H,7.739759999999999,True,6.739759999999999
T1 only (>=1 confirm),2021-10-03,3,T1,2122,Rizespor vs Galatasaray,A,1.7,True,A,7.739759999999999,True,6.739759999999999
T1 only (>=1 confirm),2021-10-16,1,T1,2122,Giresunspor vs Rizespor,H,1.78,True,H,5.575672,False,-1.0
T1 only (>=1 confirm),2021-10-16,2,T1,2122,Ad. Demirspor vs Yeni Malatyaspor,H,1.64,False,A,5.575672,False,-1.0
T1 only (>=1 confirm),2021-10-16,3,T1,2122,Sivasspor vs Antalyaspor,H,1.91,False,D,5.575672,False,-1.0
T1 only (>=1 confirm),2021-10-30,1,T1,2122,Kasimpasa vs Yeni Malatyaspor,H,1.95,True,H,11.79984,False,-1.0
T1 only (>=1 confirm),2021-10-30,2,T1,2122,Konyaspor vs Fenerbahce,A,2.44,False,H,11.79984,False,-1.0
T1 only (>=1 confirm),2021-10-30,3,T1,2122,Hatayspor vs Besiktas,A,2.48,False,H,11.79984,False,-1.0
T1 only (>=1 confirm),2021-10-31,1,T1,2122,Alanyaspor vs Goztep,H,1.85,False,D,7.095490000000001,False,-1.0
T1 only (>=1 confirm),2021-10-31,2,T1,2122,Kayserispor vs Karagumruk,A,2.54,False,H,7.095490000000001,False,-1.0
T1 only (>=1 confirm),2021-10-31,3,T1,2122,Galatasaray vs Gaziantep,H,1.51,True,H,7.095490000000001,False,-1.0
T1 only (>=1 confirm),2021-11-07,1,T1,2122,Fenerbahce vs Kayserispor,H,1.43,False,D,7.416409000000001,False,-1.0
T1 only (>=1 confirm),2021-11-07,2,T1,2122,Karagumruk vs Galatasaray,A,2.17,False,D,7.416409000000001,False,-1.0
T1 only (>=1 confirm),2021-11-07,3,T1,2122,Goztep vs Konyaspor,H,2.39,False,A,7.416409000000001,False,-1.0
T1 only (>=1 confirm),2021-11-21,1,T1,2122,Kasimpasa vs Karagumruk,H,2.61,False,A,9.301779,False,-1.0
T1 only (>=1 confirm),2021-11-21,2,T1,2122,Galatasaray vs Fenerbahce,H,2.27,False,A,9.301779,False,-1.0
T1 only (>=1 confirm),2021-11-21,3,T1,2122,Konyaspor vs Rizespor,H,1.57,True,H,9.301779,False,-1.0
T1 only (>=1 confirm),2021-12-04,1,T1,2122,Galatasaray vs Altay,H,1.41,False,D,7.351176,False,-1.0
T1 only (>=1 confirm),2021-12-04,2,T1,2122,Trabzonspor vs Ad. Demirspor,H,1.96,True,H,7.351176,False,-1.0
T1 only (>=1 confirm),2021-12-04,3,T1,2122,Alanyaspor vs Sivasspor,H,2.66,False,A,7.351176,False,-1.0
T1 only (>=1 confirm),2021-12-05,1,T1,2122,Hatayspor vs Buyuksehyr,A,2.53,True,A,14.229732,True,13.229732
T1 only (>=1 confirm),2021-12-05,2,T1,2122,Giresunspor vs Karagumruk,H,2.18,True,H,14.229732,True,13.229732
T1 only (>=1 confirm),2021-12-05,3,T1,2122,Kayserispor vs Antalyaspor,H,2.58,True,H,14.229732,True,13.229732
T1 only (>=1 confirm),2021-12-18,1,T1,2122,Galatasaray vs Buyuksehyr,H,2.44,False,D,9.382776,False,-1.0
T1 only (>=1 confirm),2021-12-18,2,T1,2122,Trabzonspor vs Hatayspor,H,1.74,True,H,9.382776,False,-1.0
T1 only (>=1 confirm),2021-12-18,3,T1,2122,Konyaspor vs Antalyaspor,H,2.21,True,H,9.382776,False,-1.0
T1 only (>=1 confirm),2021-12-19,1,T1,2122,Fenerbahce vs Besiktas,H,2.42,False,D,11.65835,False,-1.0
T1 only (>=1 confirm),2021-12-19,2,T1,2122,Rizespor vs Yeni Malatyaspor,H,2.35,True,H,11.65835,False,-1.0
T1 only (>=1 confirm),2021-12-19,3,T1,2122,Goztep vs Karagumruk,H,2.05,False,A,11.65835,False,-1.0
T1 only (>=1 confirm),2021-12-21,1,T1,2122,Buyuksehyr vs Giresunspor,H,2.06,True,H,9.305226,False,-1.0
T1 only (>=1 confirm),2021-12-21,2,T1,2122,Altay vs Trabzonspor,A,2.39,True,A,9.305226,False,-1.0
T1 only (>=1 confirm),2021-12-21,3,T1,2122,Antalyaspor vs Kasimpasa,H,1.89,False,D,9.305226,False,-1.0
T1 only (>=1 confirm),2021-12-22,1,T1,2122,Karagumruk vs Fenerbahce,A,2.07,False,D,8.078382000000001,False,-1.0
T1 only (>=1 confirm),2021-12-22,2,T1,2122,Sivasspor vs Rizespor,H,1.58,False,D,8.078382000000001,False,-1.0
T1 only (>=1 confirm),2021-12-22,3,T1,2122,Gaziantep vs Alanyaspor,H,2.47,True,H,8.078382000000001,False,-1.0
T1 only (>=1 confirm),2021-12-25,1,T1,2122,Kasimpasa vs Altay,H,2.23,True,H,8.084196,False,-1.0
T1 only (>=1 confirm),2021-12-25,2,T1,2122,Galatasaray vs Antalyaspor,H,1.71,True,H,8.084196,False,-1.0
T1 only (>=1 confirm),2021-12-25,3,T1,2122,Giresunspor vs Hatayspor,H,2.12,False,A,8.084196,False,-1.0
T1 only (>=1 confirm),2022-01-08,1,T1,2122,Kasimpasa vs Hatayspor,H,1.91,True,H,8.10986,False,-1.0
T1 only (>=1 confirm),2022-01-08,2,T1,2122,Galatasaray vs Giresunspor,H,1.93,False,A,8.10986,False,-1.0
T1 only (>=1 confirm),2022-01-08,3,T1,2122,Gaziantep vs Karagumruk,H,2.2,True,H,8.10986,False,-1.0
T1 only (>=1 confirm),2022-01-09,1,T1,2122,Kayserispor vs Altay,H,2.14,True,H,10.823264000000002,False,-1.0
T1 only (>=1 confirm),2022-01-09,2,T1,2122,Goztep vs Antalyaspor,H,2.32,True,H,10.823264000000002,False,-1.0
T1 only (>=1 confirm),2022-01-09,3,T1,2122,Konyaspor vs Sivasspor,H,2.18,False,A,10.823264000000002,False,-1.0
T1 only (>=1 confirm),2022-01-19,1,T1,2122,Fenerbahce vs Altay,H,1.46,True,H,5.6332640000000005,False,-1.0
T1 only (>=1 confirm),2022-01-19,2,T1,2122,Trabzonspor vs Giresunspor,H,1.82,False,D,5.6332640000000005,False,-1.0
T1 only (>=1 confirm),2022-01-19,3,T1,2122,Goztep vs Sivasspor,H,2.12,True,H,5.6332640000000005,False,-1.0
T1 only (>=1 confirm),2022-01-23,1,T1,2122,Altay vs Konyaspor,A,2.28,True,A,10.80378,False,-1.0
T1 only (>=1 confirm),2022-01-23,2,T1,2122,Galatasaray vs Trabzonspor,H,2.43,False,A,10.80378,False,-1.0
T1 only (>=1 confirm),2022-01-23,3,T1,2122,Kasimpasa vs Kayserispor,H,1.95,True,H,10.80378,False,-1.0
T1 only (>=1 confirm),2022-02-05,1,T1,2122,Fenerbahce vs Buyuksehyr,H,2.35,False,A,11.449200000000001,False,-1.0
T1 only (>=1 confirm),2022-02-05,2,T1,2122,Karagumruk vs Yeni Malatyaspor,H,1.74,True,H,11.449200000000001,False,-1.0
T1 only (>=1 confirm),2022-02-05,3,T1,2122,Gaziantep vs Sivasspor,H,2.8,True,H,11.449200000000001,False,-1.0
T1 only (>=1 confirm),2022-02-06,1,T1,2122,Alanyaspor vs Galatasaray,H,2.68,False,D,8.428600000000001,False,-1.0
T1 only (>=1 confirm),2022-02-06,2,T1,2122,Goztep vs Altay,H,1.7,False,A,8.428600000000001,False,-1.0
T1 only (>=1 confirm),2022-02-06,3,T1,2122,Besiktas vs Antalyaspor,H,1.85,False,D,8.428600000000001,False,-1.0
T1 only (>=1 confirm),2022-02-20,1,T1,2122,Fenerbahce vs Hatayspor,H,1.85,True,H,13.426190000000002,False,-1.0
T1 only (>=1 confirm),2022-02-20,2,T1,2122,Gaziantep vs Ad. Demirspor,H,2.62,False,A,13.426190000000002,False,-1.0
T1 only (>=1 confirm),2022-02-20,3,T1,2122,Karagumruk vs Sivasspor,H,2.77,True,H,13.426190000000002,False,-1.0
T1 only (>=1 confirm),2022-03-06,1,T1,2122,Karagumruk vs Altay,H,2.22,False,D,11.179476000000003,False,-1.0
T1 only (>=1 confirm),2022-03-06,2,T1,2122,Antalyaspor vs Sivasspor,H,2.18,True,H,11.179476000000003,False,-1.0
T1 only (>=1 confirm),2022-03-06,3,T1,2122,Fenerbahce vs Trabzonspor,H,2.31,False,D,11.179476000000003,False,-1.0
T1 only (>=1 confirm),2022-03-14,1,T1,2122,Galatasaray vs Besiktas,H,2.35,True,H,11.983825,False,-1.0
T1 only (>=1 confirm),2022-03-14,2,T1,2122,Buyuksehyr vs Antalyaspor,H,2.17,False,A,11.983825,False,-1.0
T1 only (>=1 confirm),2022-03-14,3,T1,2122,Giresunspor vs Gaziantep,H,2.35,True,H,11.983825,False,-1.0
T1 only (>=1 confirm),2022-04-02,1,T1,2122,Galatasaray vs Karagumruk,H,1.65,True,H,8.722394999999999,True,7.722394999999999
T1 only (>=1 confirm),2022-04-02,2,T1,2122,Kayserispor vs Fenerbahce,A,2.01,True,A,8.722394999999999,True,7.722394999999999
T1 only (>=1 confirm),2022-04-02,3,T1,2122,Altay vs Antalyaspor,A,2.63,True,A,8.722394999999999,True,7.722394999999999
T1 only (>=1 confirm),2022-04-03,1,T1,2122,Konyaspor vs Goztep,H,1.79,True,H,5.417972000000001,True,4.417972000000001
T1 only (>=1 confirm),2022-04-03,2,T1,2122,Alanyaspor vs Rizespor,H,1.61,True,H,5.417972000000001,True,4.417972000000001
T1 only (>=1 confirm),2022-04-03,3,T1,2122,Kasimpasa vs Gaziantep,H,1.88,True,H,5.417972000000001,True,4.417972000000001
T1 only (>=1 confirm),2022-04-09,1,T1,2122,Goztep vs Kayserispor,H,2.0,False,A,10.411200000000001,False,-1.0
T1 only (>=1 confirm),2022-04-09,2,T1,2122,Rizespor vs Konyaspor,A,2.16,False,H,10.411200000000001,False,-1.0
T1 only (>=1 confirm),2022-04-09,3,T1,2122,Karagumruk vs Kasimpasa,A,2.41,False,H,10.411200000000001,False,-1.0
T1 only (>=1 confirm),2022-04-10,1,T1,2122,Yeni Malatyaspor vs Giresunspor,A,1.82,True,A,10.456264000000001,False,-1.0
T1 only (>=1 confirm),2022-04-10,2,T1,2122,Fenerbahce vs Galatasaray,H,2.12,True,H,10.456264000000001,False,-1.0
T1 only (>=1 confirm),2022-04-10,3,T1,2122,Sivasspor vs Buyuksehyr,H,2.71,False,A,10.456264000000001,False,-1.0
T1 only (>=1 confirm),2022-04-16,1,T1,2122,Alanyaspor vs Antalyaspor,H,2.16,False,A,5.1408,False,-1.0
T1 only (>=1 confirm),2022-04-16,2,T1,2122,Fenerbahce vs Goztep,H,1.4,True,H,5.1408,False,-1.0
T1 only (>=1 confirm),2022-04-16,3,T1,2122,Altay vs Buyuksehyr,A,1.7,False,D,5.1408,False,-1.0
T1 only (>=1 confirm),2022-04-24,1,T1,2122,Altay vs Galatasaray,A,1.98,True,A,4.941090000000001,False,-1.0
T1 only (>=1 confirm),2022-04-24,2,T1,2122,Antalyaspor vs Kayserispor,H,1.61,False,D,4.941090000000001,False,-1.0
T1 only (>=1 confirm),2022-04-24,3,T1,2122,Yeni Malatyaspor vs Konyaspor,A,1.55,True,A,4.941090000000001,False,-1.0
T1 only (>=1 confirm),2022-05-01,1,T1,2122,Kayserispor vs Besiktas,A,2.13,True,A,8.695512,False,-1.0
T1 only (>=1 confirm),2022-05-01,2,T1,2122,Goztep vs Rizespor,H,2.16,False,A,8.695512,False,-1.0
T1 only (>=1 confirm),2022-05-01,3,T1,2122,Galatasaray vs Sivasspor,H,1.89,False,A,8.695512,False,-1.0
T1 only (>=1 confirm),2022-05-15,1,T1,2122,Fenerbahce vs Karagumruk,H,1.68,False,D,3.7237199999999997,False,-1.0
T1 only (>=1 confirm),2022-05-15,2,T1,2122,Alanyaspor vs Gaziantep,H,1.43,True,H,3.7237199999999997,False,-1.0
T1 only (>=1 confirm),2022-05-15,3,T1,2122,Goztep vs Besiktas,A,1.55,True,A,3.7237199999999997,False,-1.0
T1 only (>=1 confirm),2022-09-03,1,T1,2223,Fenerbahce vs Kayserispor,H,1.47,True,H,7.1406719999999995,True,6.1406719999999995
T1 only (>=1 confirm),2022-09-03,2,T1,2223,Buyuksehyr vs Alanyaspor,H,1.76,True,H,7.1406719999999995,True,6.1406719999999995
T1 only (>=1 confirm),2022-09-03,3,T1,2223,Giresunspor vs Konyaspor,A,2.76,True,A,7.1406719999999995,True,6.1406719999999995
T1 only (>=1 confirm),2022-09-11,1,T1,2223,Kasimpasa vs Galatasaray,A,1.72,True,A,6.104279999999999,False,-1.0
T1 only (>=1 confirm),2022-09-11,2,T1,2223,Gaziantep vs Umraniyespor,H,1.82,False,D,6.104279999999999,False,-1.0
T1 only (>=1 confirm),2022-09-11,3,T1,2223,Sivasspor vs Istanbulspor,H,1.95,False,D,6.104279999999999,False,-1.0
T1 only (>=1 confirm),2022-09-18,1,T1,2223,Fenerbahce vs Alanyaspor,H,1.59,True,H,4.434192,False,-1.0
T1 only (>=1 confirm),2022-09-18,2,T1,2223,Trabzonspor vs Gaziantep,H,1.68,True,H,4.434192,False,-1.0
T1 only (>=1 confirm),2022-09-18,3,T1,2223,Buyuksehyr vs Karagumruk,H,1.66,False,D,4.434192,False,-1.0
T1 only (>=1 confirm),2022-10-01,1,T1,2223,Ad. Demirspor vs Galatasaray,A,2.39,False,D,10.722257,False,-1.0
T1 only (>=1 confirm),2022-10-01,2,T1,2223,Kayserispor vs Trabzonspor,A,2.03,True,A,10.722257,False,-1.0
T1 only (>=1 confirm),2022-10-01,3,T1,2223,Kasimpasa vs Gaziantep,H,2.21,True,H,10.722257,False,-1.0
T1 only (>=1 confirm),2022-10-09,1,T1,2223,Fenerbahce vs Karagumruk,H,1.41,True,H,8.56575,False,-1.0
T1 only (>=1 confirm),2022-10-09,2,T1,2223,Umraniyespor vs Kayserispor,H,2.5,False,D,8.56575,False,-1.0
T1 only (>=1 confirm),2022-10-09,3,T1,2223,Hatayspor vs Alanyaspor,A,2.43,False,H,8.56575,False,-1.0
T1 only (>=1 confirm),2022-10-15,1,T1,2223,Kayserispor vs Galatasaray,A,1.93,False,H,6.951473999999999,False,-1.0
T1 only (>=1 confirm),2022-10-15,2,T1,2223,Karagumruk vs Hatayspor,H,2.07,True,H,6.951473999999999,False,-1.0
T1 only (>=1 confirm),2022-10-15,3,T1,2223,Konyaspor vs Gaziantep,H,1.74,False,A,6.951473999999999,False,-1.0
T1 only (>=1 confirm),2022-10-23,1,T1,2223,Ad. Demirspor vs Konyaspor,H,2.25,False,D,6.8210999999999995,False,-1.0
T1 only (>=1 confirm),2022-10-23,2,T1,2223,Galatasaray vs Alanyaspor,H,1.43,False,D,6.8210999999999995,False,-1.0
T1 only (>=1 confirm),2022-10-23,3,T1,2223,Kasimpasa vs Kayserispor,H,2.12,False,A,6.8210999999999995,False,-1.0
T1 only (>=1 confirm),2022-10-30,1,T1,2223,Istanbulspor vs Fenerbahce,A,1.49,True,A,4.033132,True,3.033132
T1 only (>=1 confirm),2022-10-30,2,T1,2223,Ankaragucu vs Hatayspor,H,2.02,True,H,4.033132,True,3.033132
T1 only (>=1 confirm),2022-10-30,3,T1,2223,Besiktas vs Umraniyespor,H,1.34,True,H,4.033132,True,3.033132
T1 only (>=1 confirm),2022-11-06,1,T1,2223,Trabzonspor vs Konyaspor,H,1.92,False,D,8.893439999999998,False,-1.0
T1 only (>=1 confirm),2022-11-06,2,T1,2223,Gaziantep vs Kayserispor,H,2.4,False,A,8.893439999999998,False,-1.0
T1 only (>=1 confirm),2022-11-06,3,T1,2223,Antalyaspor vs Karagumruk,H,1.93,True,H,8.893439999999998,False,-1.0
T1 only (>=1 confirm),2022-12-29,1,T1,2223,Sivasspor vs Galatasaray,A,1.7,True,A,6.86902,True,5.86902
T1 only (>=1 confirm),2022-12-29,2,T1,2223,Besiktas vs Ad. Demirspor,H,1.78,True,H,6.86902,True,5.86902
T1 only (>=1 confirm),2022-12-29,3,T1,2223,Giresunspor vs Gaziantep,H,2.27,True,H,6.86902,True,5.86902
T1 only (>=1 confirm),2023-01-09,1,T1,2223,Buyuksehyr vs Ad. Demirspor,H,2.18,True,H,12.680188000000001,False,-1.0
T1 only (>=1 confirm),2023-01-09,2,T1,2223,Istanbulspor vs Gaziantep,A,2.54,False,D,12.680188000000001,False,-1.0
T1 only (>=1 confirm),2023-01-09,3,T1,2223,Alanyaspor vs Trabzonspor,A,2.29,False,H,12.680188000000001,False,-1.0
T1 only (>=1 confirm),2023-01-28,1,T1,2223,Hatayspor vs Trabzonspor,A,1.79,False,H,4.568079999999999,False,-1.0
T1 only (>=1 confirm),2023-01-28,2,T1,2223,Ankaragucu vs Gaziantep,H,1.76,False,A,4.568079999999999,False,-1.0
T1 only (>=1 confirm),2023-01-28,3,T1,2223,Giresunspor vs Galatasaray,A,1.45,True,A,4.568079999999999,False,-1.0
T1 only (>=1 confirm),2023-02-01,1,T1,2223,Trabzonspor vs Antalyaspor,H,1.72,True,H,4.8762,True,3.8762
T1 only (>=1 confirm),2023-02-01,2,T1,2223,Galatasaray vs Umraniyespor,H,1.26,True,H,4.8762,True,3.8762
T1 only (>=1 confirm),2023-02-01,3,T1,2223,Gaziantep vs Hatayspor,H,2.25,True,H,4.8762,True,3.8762
T1 only (>=1 confirm),2023-03-19,1,T1,2223,Alanyaspor vs Fenerbahce,A,1.6,True,A,11.4056,False,-1.0
T1 only (>=1 confirm),2023-03-19,2,T1,2223,Karagumruk vs Buyuksehyr,A,2.69,False,D,11.4056,False,-1.0
T1 only (>=1 confirm),2023-03-19,3,T1,2223,Sivasspor vs Ankaragucu,H,2.65,True,H,11.4056,False,-1.0
T1 only (>=1 confirm),2023-04-01,1,T1,2223,Galatasaray vs Ad. Demirspor,H,1.4,True,H,3.90082,False,-1.0
T1 only (>=1 confirm),2023-04-01,2,T1,2223,Buyuksehyr vs Ankaragucu,H,1.87,True,H,3.90082,False,-1.0
T1 only (>=1 confirm),2023-04-01,3,T1,2223,Trabzonspor vs Kayserispor,H,1.49,False,A,3.90082,False,-1.0
T1 only (>=1 confirm),2023-04-29,1,T1,2223,Sivasspor vs Fenerbahce,A,2.02,True,A,9.512584,False,-1.0
T1 only (>=1 confirm),2023-04-29,2,T1,2223,Ankaragucu vs Kasimpasa,H,1.93,False,D,9.512584,False,-1.0
T1 only (>=1 confirm),2023-04-29,3,T1,2223,Konyaspor vs Trabzonspor,H,2.44,True,H,9.512584,False,-1.0
T1 only (>=1 confirm),2023-05-07,1,T1,2223,Giresunspor vs Fenerbahce,A,1.58,False,D,7.201639999999999,False,-1.0
T1 only (>=1 confirm),2023-05-07,2,T1,2223,Konyaspor vs Kayserispor,H,1.72,False,D,7.201639999999999,False,-1.0
T1 only (>=1 confirm),2023-05-07,3,T1,2223,Umraniyespor vs Sivasspor,H,2.65,True,H,7.201639999999999,False,-1.0
T1 only (>=1 confirm),2023-05-17,1,T1,2223,Buyuksehyr vs Umraniyespor,H,2.13,False,D,10.386306,False,-1.0
T1 only (>=1 confirm),2023-05-17,2,T1,2223,Karagumruk vs Ad. Demirspor,A,1.89,True,A,10.386306,False,-1.0
T1 only (>=1 confirm),2023-05-17,3,T1,2223,Ankaragucu vs Antalyaspor,H,2.58,False,D,10.386306,False,-1.0
T1 only (>=1 confirm),2023-05-30,1,T1,2223,Fenerbahce vs Antalyaspor,H,1.38,True,H,5.476944,True,4.476944
T1 only (>=1 confirm),2023-05-30,2,T1,2223,Ankaragucu vs Galatasaray,A,1.64,True,A,5.476944,True,4.476944
T1 only (>=1 confirm),2023-05-30,3,T1,2223,Istanbulspor vs Ad. Demirspor,A,2.42,True,A,5.476944,True,4.476944
T1 only (>=1 confirm),2023-09-02,1,T1,2324,Gaziantep vs Galatasaray,A,1.51,True,A,8.91202,False,-1.0
T1 only (>=1 confirm),2023-09-02,2,T1,2324,Pendikspor vs Alanyaspor,A,2.6,False,D,8.91202,False,-1.0
T1 only (>=1 confirm),2023-09-02,3,T1,2324,Buyuksehyr vs Konyaspor,H,2.27,False,A,8.91202,False,-1.0
T1 only (>=1 confirm),2023-09-17,1,T1,2324,Fenerbahce vs Antalyaspor,H,1.4,True,H,6.773760000000001,False,-1.0
T1 only (>=1 confirm),2023-09-17,2,T1,2324,Trabzonspor vs Besiktas,A,2.24,False,H,6.773760000000001,False,-1.0
T1 only (>=1 confirm),2023-09-17,3,T1,2324,Istanbulspor vs Buyuksehyr,A,2.16,True,A,6.773760000000001,False,-1.0
T1 only (>=1 confirm),2023-09-30,1,T1,2324,Istanbulspor vs Antalyaspor,A,1.88,True,A,3.72992,True,2.72992
T1 only (>=1 confirm),2023-09-30,2,T1,2324,Galatasaray vs Ankaragucu,H,1.24,True,H,3.72992,True,2.72992
T1 only (>=1 confirm),2023-09-30,3,T1,2324,Trabzonspor vs Pendikspor,H,1.6,True,H,3.72992,True,2.72992
T1 only (>=1 confirm),2023-10-01,1,T1,2324,Ad. Demirspor vs Alanyaspor,H,1.72,True,H,5.287967999999999,True,4.287967999999999
T1 only (>=1 confirm),2023-10-01,2,T1,2324,Fenerbahce vs Rizespor,H,1.26,True,H,5.287967999999999,True,4.287967999999999
T1 only (>=1 confirm),2023-10-01,3,T1,2324,Konyaspor vs Besiktas,A,2.44,True,A,5.287967999999999,True,4.287967999999999
T1 only (>=1 confirm),2023-10-08,1,T1,2324,Besiktas vs Istanbulspor,H,1.24,True,H,4.92156,True,3.9215600000000004
T1 only (>=1 confirm),2023-10-08,2,T1,2324,Kasimpasa vs Fenerbahce,A,1.47,True,A,4.92156,True,3.9215600000000004
T1 only (>=1 confirm),2023-10-08,3,T1,2324,Rizespor vs Samsunspor,H,2.7,True,H,4.92156,True,3.9215600000000004
T1 only (>=1 confirm),2023-10-21,1,T1,2324,Gaziantep vs Antalyaspor,H,2.66,True,H,8.855938,False,-1.0
T1 only (>=1 confirm),2023-10-21,2,T1,2324,Konyaspor vs Pendikspor,H,1.97,False,A,8.855938,False,-1.0
T1 only (>=1 confirm),2023-10-21,3,T1,2324,Galatasaray vs Besiktas,H,1.69,True,H,8.855938,False,-1.0
T1 only (>=1 confirm),2023-10-28,1,T1,2324,Ad. Demirspor vs Konyaspor,H,1.83,True,H,5.748761999999999,False,-1.0
T1 only (>=1 confirm),2023-10-28,2,T1,2324,Rizespor vs Galatasaray,A,1.39,True,A,5.748761999999999,False,-1.0
T1 only (>=1 confirm),2023-10-28,3,T1,2324,Alanyaspor vs Sivasspor,H,2.26,False,A,5.748761999999999,False,-1.0
T1 only (>=1 confirm),2023-10-29,1,T1,2324,Pendikspor vs Fenerbahce,A,1.28,True,A,8.50176,False,-1.0
T1 only (>=1 confirm),2023-10-29,2,T1,2324,Karagumruk vs Trabzonspor,A,2.46,False,D,8.50176,False,-1.0
T1 only (>=1 confirm),2023-10-29,3,T1,2324,Ankaragucu vs Samsunspor,H,2.7,True,H,8.50176,False,-1.0
T1 only (>=1 confirm),2023-11-11,1,T1,2324,Hatayspor vs Galatasaray,A,1.46,False,H,7.960212,False,-1.0
T1 only (>=1 confirm),2023-11-11,2,T1,2324,Alanyaspor vs Gaziantep,H,2.34,False,A,7.960212,False,-1.0
T1 only (>=1 confirm),2023-11-11,3,T1,2324,Kasimpasa vs Kayserispor,H,2.33,False,A,7.960212,False,-1.0
T1 only (>=1 confirm),2023-11-12,1,T1,2324,Rizespor vs Istanbulspor,H,1.69,True,H,8.079552,False,-1.0
T1 only (>=1 confirm),2023-11-12,2,T1,2324,Ad. Demirspor vs Fenerbahce,A,1.92,False,D,8.079552,False,-1.0
T1 only (>=1 confirm),2023-11-12,3,T1,2324,Pendikspor vs Samsunspor,A,2.49,False,H,8.079552,False,-1.0
T1 only (>=1 confirm),2023-11-25,1,T1,2324,Galatasaray vs Alanyaspor,H,1.21,True,H,6.170515999999999,False,-1.0
T1 only (>=1 confirm),2023-11-25,2,T1,2324,Gaziantep vs Ankaragucu,H,2.09,False,A,6.170515999999999,False,-1.0
T1 only (>=1 confirm),2023-11-25,3,T1,2324,Istanbulspor vs Hatayspor,A,2.44,False,H,6.170515999999999,False,-1.0
T1 only (>=1 confirm),2023-12-03,1,T1,2324,Trabzonspor vs Kayserispor,H,1.61,False,A,8.283128,False,-1.0
T1 only (>=1 confirm),2023-12-03,2,T1,2324,Kasimpasa vs Gaziantep,H,2.36,True,H,8.283128,False,-1.0
T1 only (>=1 confirm),2023-12-03,3,T1,2324,Ankaragucu vs Besiktas,A,2.18,False,D,8.283128,False,-1.0
T1 only (>=1 confirm),2023-12-10,1,T1,2324,Buyuksehyr vs Hatayspor,H,1.91,True,H,7.069100999999999,True,6.069100999999999
T1 only (>=1 confirm),2023-12-10,2,T1,2324,Kayserispor vs Pendikspor,H,1.69,True,H,7.069100999999999,True,6.069100999999999
